transaction_id,product_id,customer_id,product_name,unit_price,product_quantity,discount_applied,tax_amount,total,transaction_date,region,city,mode_of_paymen,transaction_status,channel,delivery_type,refund_flag,num_items,total_amount,date_of_transaction,customer_id,region_y,city_y,mode_of_payment_y,transaction_status_y
T00018461,P000174,C002483,Under Armour Shirt,156.68,1,0.0,18.8,175.48,2024-06-08,EU,Berlin,Credit Card,Completed,In-store,Store Pickup,0,1,175.48,2024-06-08,C002483,EU,Berlin,Credit Card,Completed
T00018462,P000231,C000883,WholeFoods Snack Pack,41.36,1,0.0,4.96,46.32,2024-02-01,EU,Madrid,Credit Card,Completed,Online,Home Delivery,0,4,404.26,2024-02-01,C000883,EU,Madrid,Credit Card,Completed
T00018462,P000040,C000883,NaturesBest Milk,21.18,2,0.0,5.08,47.44,2024-02-01,EU,Madrid,Credit Card,Completed,Online,Store Pickup,0,4,404.26,2024-02-01,C000883,EU,Madrid,Credit Card,Completed
T00018462,P000294,C000883,Levi's Shirt,170.47,1,0.0,20.46,190.93,2024-02-01,EU,Madrid,Credit Card,Completed,Online,Store Pickup,0,4,404.26,2024-02-01,C000883,EU,Madrid,Credit Card,Completed
T00018462,P000482,C000883,Apple Monitor,106.76,1,0.0,12.81,119.57,2024-02-01,EU,Madrid,Credit Card,Completed,Online,Home Delivery,0,4,404.26,2024-02-01,C000883,EU,Madrid,Credit Card,Completed
T00018463,P000256,C001207,IKEA Vacuum,102.26,5,0.0,51.13,562.43,2024-12-17,US,New York,Credit Card,Completed,Online,Home Delivery,0,1,562.43,2024-12-17,C001207,US,New York,Credit Card,Completed
T00018464,P000149,C002864,LG Headphones,3000.0,1,150.0,513.0,3363.0,2024-06-15,AU,Brisbane,PayPal,Completed,Online,Home Delivery,0,1,3363.0,2024-06-15,C002864,AU,Brisbane,PayPal,Completed
T00018465,P000930,C003856,Zara Shoes,216.07,1,0.0,25.93,242.0,2024-12-20,EU,Paris,Debit Card,Completed,In-store,Home Delivery,0,3,1975.71,2024-12-20,C003856,EU,Paris,Debit Card,Completed
T00018465,P000295,C003856,Apple Laptop,1397.78,1,0.0,167.73,1565.51,2024-12-20,EU,Paris,Debit Card,Completed,In-store,Home Delivery,0,3,1975.71,2024-12-20,C003856,EU,Paris,Debit Card,Completed
T00018465,P001180,C003856,Columbia Sleeping Bag,158.08,1,7.9,18.02,168.2,2024-12-20,EU,Paris,Debit Card,Completed,In-store,Store Pickup,0,3,1975.71,2024-12-20,C003856,EU,Paris,Debit Card,Completed
T00018466,P000194,C001741,Dove Perfume,200.0,1,10.0,34.2,224.2,2024-06-14,IN,Delhi,Debit Card,Completed,Online,Home Delivery,0,2,613.03,2024-06-14,C001741,IN,Delhi,Debit Card,Completed
T00018466,P000592,C001741,Gucci Watch,164.76,2,0.0,59.31,388.83,2024-06-14,IN,Delhi,Debit Card,Completed,Online,Home Delivery,0,2,613.03,2024-06-14,C001741,IN,Delhi,Debit Card,Completed
T00018467,P000718,C002984,Under Armour Watch,275.27,1,13.76,31.38,292.89,2024-06-10,UK,Birmingham,Debit Card,Completed,Online,Home Delivery,0,1,292.89,2024-06-10,C002984,UK,Birmingham,Debit Card,Completed
T00018468,P000138,C000421,Zara Watch,300.0,1,6.0,35.28,329.28,2024-07-12,UK,London,Debit Card,Completed,Mobile App,Home Delivery,0,1,329.28,2024-07-12,C000421,UK,London,Debit Card,Completed
T00018469,P000565,C000712,Under Armour Sunglasses,283.67,1,34.04,24.96,274.59,2024-07-07,US,Austin,Debit Card,Completed,Online,Store Pickup,0,3,797.57,2024-07-07,C000712,US,Austin,Debit Card,Completed
T00018469,P000540,C000712,Adidas Shirt,300.0,1,6.0,29.4,323.4,2024-07-07,US,Austin,Debit Card,Completed,Online,Store Pickup,0,3,797.57,2024-07-07,C000712,US,Austin,Debit Card,Completed
T00018469,P000674,C000712,Prada Sunglasses,92.57,2,3.7,18.14,199.58,2024-07-07,US,Austin,Debit Card,Completed,Online,Home Delivery,0,3,797.57,2024-07-07,C000712,US,Austin,Debit Card,Completed
T00018470,P000908,C003075,IKEA Bookshelf,1113.85,2,0.0,400.99,2628.69,2024-04-25,AU,Sydney,Credit Card,Completed,Online,Store Pickup,0,4,10038.6,2024-04-25,C003075,AU,Sydney,Credit Card,Completed
T00018470,P000479,C003075,HP Camera,3000.0,1,0.0,540.0,3540.0,2024-04-25,AU,Sydney,Credit Card,Completed,Online,Store Pickup,0,4,10038.6,2024-04-25,C003075,AU,Sydney,Credit Card,Completed
T00018470,P000709,C003075,HP Headphones,1951.35,1,0.0,351.24,2302.59,2024-04-25,AU,Sydney,Credit Card,Completed,Online,Home Delivery,0,4,10038.6,2024-04-25,C003075,AU,Sydney,Credit Card,Completed
T00018470,P000494,C003075,Sony Speaker,1328.24,1,0.0,239.08,1567.32,2024-04-25,AU,Sydney,Credit Card,Completed,Online,Store Pickup,0,4,10038.6,2024-04-25,C003075,AU,Sydney,Credit Card,Completed
T00018471,P000068,C004534,Dell Monitor,3000.0,1,210.0,334.8,3124.8,2024-01-29,EU,Berlin,Debit Card,Completed,Online,Home Delivery,0,2,5275.13,2024-01-29,C004534,EU,Berlin,Debit Card,Completed
T00018471,P000955,C004534,Philips Laptop,979.56,2,39.18,230.39,2150.33,2024-01-29,EU,Berlin,Debit Card,Completed,Online,Home Delivery,0,2,5275.13,2024-01-29,C004534,EU,Berlin,Debit Card,Completed
T00018472,P000374,C001250,Under Armour Dress,107.98,1,5.4,12.31,114.89,2024-07-01,EU,Madrid,SEPA,Completed,In-store,Store Pickup,0,2,337.53,2024-07-01,C001250,EU,Madrid,SEPA,Completed
T00018472,P000776,C001250,Adidas Sunglasses,209.25,1,10.46,23.85,222.64,2024-07-01,EU,Madrid,SEPA,Completed,In-store,Home Delivery,0,2,337.53,2024-07-01,C001250,EU,Madrid,SEPA,Completed
T00018473,P001093,C002245,WholeFoods Cereal,50.0,1,0.0,5.0,55.0,2024-08-07,US,Chicago,PayPal,Completed,Mobile App,Store Pickup,0,1,55.0,2024-08-07,C002245,US,Chicago,PayPal,Completed
T00018474,P001093,C001022,WholeFoods Cereal,50.0,2,0.0,18.0,118.0,2024-05-03,IN,Chennai,Debit Card,Completed,Online,Store Pickup,0,1,118.0,2024-05-03,C001022,IN,Chennai,Debit Card,Completed
T00018475,P000893,C002037,Levi's Shoes,82.76,1,4.14,14.15,92.77,2024-03-24,IN,Hyderabad,Credit Card,Completed,Online,Store Pickup,0,1,92.77,2024-03-24,C002037,IN,Hyderabad,Credit Card,Completed
T00018476,P000127,C001040,LG Speaker,1943.87,2,0.0,388.77,4276.51,2024-07-12,US,Chicago,Apple Pay,Completed,Online,Home Delivery,0,1,4276.51,2024-07-12,C001040,US,Chicago,Apple Pay,Completed
T00018477,P000339,C000633,KrogerBrand Chocolate,31.15,1,3.12,3.36,31.39,2024-11-14,EU,Paris,SEPA,Completed,Online,Store Pickup,0,1,31.39,2024-11-14,C000633,EU,Paris,SEPA,Completed
T00018478,P000974,C004566,Gucci Sunglasses,182.88,1,0.0,21.95,204.83,2024-03-07,EU,Madrid,SEPA,Completed,Online,Store Pickup,0,1,204.83,2024-03-07,C004566,EU,Madrid,SEPA,Completed
T00018479,P001098,C002344,Lenovo Tablet,769.6,1,0.0,92.35,861.95,2024-10-27,EU,Amsterdam,Debit Card,Completed,In-store,Store Pickup,0,1,861.95,2024-10-27,C002344,EU,Amsterdam,Debit Card,Completed
T00018480,P000980,C001627,Johnson&Johnson Baby Monitor,16.15,1,0.81,1.84,17.18,2024-04-15,UK,Birmingham,PayPal,Completed,Mobile App,Store Pickup,0,1,17.18,2024-04-15,C001627,UK,Birmingham,PayPal,Completed
T00018481,P000609,C003741,Nivea Mascara,72.85,1,0.0,13.11,85.96,2024-05-16,IN,Hyderabad,Wallet,Completed,Online,Store Pickup,0,1,85.96,2024-05-16,C003741,IN,Hyderabad,Wallet,Completed
T00018482,P001122,C002032,KrogerBrand Cereal,50.0,1,0.0,6.0,56.0,2024-09-25,EU,Madrid,PayPal,Completed,Mobile App,Store Pickup,0,1,56.0,2024-09-25,C002032,EU,Madrid,PayPal,Completed
T00018483,P000362,C004917,Sony Phone,905.18,1,0.0,108.62,1013.8,2024-01-29,EU,Berlin,Debit Card,Completed,Mobile App,Home Delivery,0,1,1013.8,2024-01-29,C004917,EU,Berlin,Debit Card,Completed
T00018484,P001097,C002206,LG Camera,3000.0,2,0.0,720.0,6720.0,2024-04-10,UK,Birmingham,PayPal,Completed,Online,Home Delivery,0,1,6720.0,2024-04-10,C002206,UK,Birmingham,PayPal,Completed
T00018485,P000494,C001965,Sony Speaker,1328.24,1,66.41,151.42,1413.25,2024-12-23,UK,Manchester,PayPal,Completed,In-store,Home Delivery,0,1,1413.25,2024-12-23,C001965,UK,Manchester,PayPal,Completed
T00018486,P000215,C004217,Dell Monitor,529.92,1,10.6,93.48,612.8,2024-08-13,IN,Mumbai,Credit Card,Completed,Mobile App,Store Pickup,0,2,844.08,2024-08-13,C004217,IN,Mumbai,Credit Card,Completed
T00018486,P000558,C004217,Pampers Pacifier,200.0,1,4.0,35.28,231.28,2024-08-13,IN,Mumbai,Credit Card,Completed,Mobile App,Store Pickup,0,2,844.08,2024-08-13,C004217,IN,Mumbai,Credit Card,Completed
T00018487,P000309,C001326,WholeFoods Cereal,50.0,2,0.0,12.0,112.0,2024-08-09,UK,London,Debit Card,Completed,Online,Home Delivery,0,3,1986.23,2024-08-09,C001326,UK,London,Debit Card,Completed
T00018487,P000100,C001326,Sony Phone,1625.92,1,0.0,195.11,1821.03,2024-08-09,UK,London,Debit Card,Completed,Online,Home Delivery,0,3,1986.23,2024-08-09,C001326,UK,London,Debit Card,Completed
T00018487,P000129,C001326,WholeFoods Milk,50.0,1,2.5,5.7,53.2,2024-08-09,UK,London,Debit Card,Completed,Online,Home Delivery,0,3,1986.23,2024-08-09,C001326,UK,London,Debit Card,Completed
T00018488,P000024,C002313,Panasonic Speaker,3000.0,1,300.0,324.0,3024.0,2024-05-03,UK,Birmingham,PayPal,Completed,Online,Home Delivery,0,1,3024.0,2024-05-03,C002313,UK,Birmingham,PayPal,Completed
T00018489,P000337,C000766,Samsung Monitor,1237.3,1,0.0,222.71,1460.01,2024-06-12,AU,Sydney,Credit Card,Completed,Online,Home Delivery,0,2,1637.01,2024-06-12,C000766,AU,Sydney,Credit Card,Completed
T00018489,P000010,C000766,TraderJoes Cereal,50.0,3,0.0,27.0,177.0,2024-06-12,AU,Sydney,Credit Card,Completed,Online,Home Delivery,0,2,1637.01,2024-06-12,C000766,AU,Sydney,Credit Card,Completed
T00018490,P000046,C002860,Prada Watch,163.87,1,8.19,18.68,174.36,2024-04-26,UK,Manchester,Debit Card,Completed,Online,Home Delivery,0,2,297.84,2024-04-26,C002860,UK,Manchester,Debit Card,Completed
T00018490,P000539,C002860,Uniqlo Watch,110.25,1,0.0,13.23,123.48,2024-04-26,UK,Manchester,Debit Card,Completed,Online,Home Delivery,0,2,297.84,2024-04-26,C002860,UK,Manchester,Debit Card,Completed
T00018491,P000066,C001904,Under Armour Shoes,56.19,1,0.0,10.11,66.3,2024-08-25,AU,Melbourne,PayPal,Completed,Online,Home Delivery,0,1,66.3,2024-08-25,C001904,AU,Melbourne,PayPal,Completed
T00018492,P000741,C004806,Whirlpool Washing Machine,993.63,1,0.0,119.24,1112.87,2024-01-22,EU,Madrid,Credit Card,Completed,Online,Home Delivery,0,1,1112.87,2024-01-22,C004806,EU,Madrid,Credit Card,Completed
T00018493,P000515,C004048,Lego Puzzle,200.0,1,0.0,24.0,224.0,2024-04-05,EU,Madrid,Debit Card,Completed,Online,Store Pickup,0,1,224.0,2024-04-05,C004048,EU,Madrid,Debit Card,Completed
T00018494,P000661,C003890,H&M Jacket,300.0,1,6.0,52.92,346.92,2024-10-02,IN,Bengaluru,UPI,Completed,Mobile App,Store Pickup,0,3,1305.08,2024-10-02,C003890,IN,Bengaluru,UPI,Completed
T00018494,P000193,C003890,GenericBrandB Umbrella,250.0,2,60.0,79.2,519.2,2024-10-02,IN,Bengaluru,UPI,Completed,Mobile App,Store Pickup,0,3,1305.08,2024-10-02,C003890,IN,Bengaluru,UPI,Completed
T00018494,P000795,C003890,Columbia Backpack,400.0,1,28.0,66.96,438.96,2024-10-02,IN,Bengaluru,UPI,Completed,Mobile App,Store Pickup,0,3,1305.08,2024-10-02,C003890,IN,Bengaluru,UPI,Completed
T00018495,P000908,C000025,IKEA Bookshelf,1113.85,2,111.38,253.96,2370.28,2024-05-16,UK,London,Credit Card,Completed,Online,Store Pickup,0,1,2370.28,2024-05-16,C000025,UK,London,Credit Card,Completed
T00018496,P001134,C004479,Adidas Jacket,249.61,3,14.98,88.06,821.91,2024-08-28,UK,London,Debit Card,Completed,Online,Store Pickup,0,1,821.91,2024-08-28,C004479,UK,London,Debit Card,Completed
T00018497,P000272,C004031,Prada Jacket,52.03,1,0.0,5.2,57.23,2024-06-12,US,Austin,Credit Card,Completed,Mobile App,Store Pickup,0,1,57.23,2024-06-12,C004031,US,Austin,Credit Card,Completed
T00018498,P000373,C002049,Maybelline Conditioner,177.03,1,17.7,28.68,188.01,2024-12-19,AU,Brisbane,Debit Card,Completed,In-store,Home Delivery,0,1,188.01,2024-12-19,C002049,AU,Brisbane,Debit Card,Completed
T00018499,P001067,C003006,Nike Bag,300.0,1,30.0,27.0,297.0,2024-12-06,US,Austin,Apple Pay,Completed,Mobile App,Store Pickup,0,1,297.0,2024-12-06,C003006,US,Austin,Apple Pay,Completed
T00018500,P001192,C000713,KrogerBrand Chocolate,16.16,1,0.0,1.62,17.78,2024-12-22,US,Chicago,Credit Card,Completed,Online,Home Delivery,0,1,17.78,2024-12-22,C000713,US,Chicago,Credit Card,Completed
T00018501,P001095,C001455,Bose Phone,563.66,2,22.55,132.57,1237.34,2024-10-18,EU,Amsterdam,SEPA,Completed,Online,Home Delivery,0,3,3836.43,2024-10-18,C001455,EU,Amsterdam,SEPA,Completed
T00018501,P000133,C001455,GE Microwave,2500.0,1,300.0,264.0,2464.0,2024-10-18,EU,Amsterdam,SEPA,Completed,Online,Home Delivery,0,3,3836.43,2024-10-18,C001455,EU,Amsterdam,SEPA,Completed
T00018501,P000602,C001455,Dove Foundation,123.08,1,2.46,14.47,135.09,2024-10-18,EU,Amsterdam,SEPA,Completed,Online,Store Pickup,0,3,3836.43,2024-10-18,C001455,EU,Amsterdam,SEPA,Completed
T00018502,P001104,C001045,HP Laptop,543.72,1,0.0,65.25,608.97,2024-11-20,EU,Paris,PayPal,Completed,In-store,Store Pickup,0,4,1130.12,2024-11-20,C001045,EU,Paris,PayPal,Completed
T00018502,P000050,C001045,Whirlpool Coffee Maker,370.47,1,0.0,44.46,414.93,2024-11-20,EU,Paris,PayPal,Completed,In-store,Home Delivery,0,4,1130.12,2024-11-20,C001045,EU,Paris,PayPal,Completed
T00018502,P000856,C001045,NaturesBest Cereal,23.67,2,0.0,5.68,53.02,2024-11-20,EU,Paris,PayPal,Completed,In-store,Store Pickup,0,4,1130.12,2024-11-20,C001045,EU,Paris,PayPal,Completed
T00018502,P000117,C001045,TraderJoes Juice,50.0,1,2.5,5.7,53.2,2024-11-20,EU,Paris,PayPal,Completed,In-store,Home Delivery,0,4,1130.12,2024-11-20,C001045,EU,Paris,PayPal,Completed
T00018503,P000254,C000333,Dell Headphones,3000.0,1,0.0,540.0,3540.0,2024-09-07,AU,Melbourne,PayPal,Completed,Online,Store Pickup,0,2,5224.06,2024-09-07,C000333,AU,Melbourne,PayPal,Completed
T00018503,P000224,C000333,Panasonic Speaker,1427.17,1,0.0,256.89,1684.06,2024-09-07,AU,Melbourne,PayPal,Completed,Online,Store Pickup,0,2,5224.06,2024-09-07,C000333,AU,Melbourne,PayPal,Completed
T00018504,P000803,C003344,Instant Pot Knife Set,176.27,5,88.14,79.32,872.53,2024-12-11,US,San Francisco,Debit Card,Completed,Online,Home Delivery,0,2,944.94,2024-12-11,C003344,US,San Francisco,Debit Card,Completed
T00018504,P000668,C003344,Nivea Shampoo,69.29,1,3.46,6.58,72.41,2024-12-11,US,San Francisco,Debit Card,Completed,Online,Home Delivery,0,2,944.94,2024-12-11,C003344,US,San Francisco,Debit Card,Completed
T00018505,P000657,C003518,Dell Phone,2136.88,1,42.74,209.41,2303.55,2024-02-14,US,Los Angeles,Apple Pay,Completed,In-store,Store Pickup,0,4,3320.85,2024-02-14,C003518,US,Los Angeles,Apple Pay,Completed
T00018505,P001138,C003518,Funko Puzzle,200.0,1,4.0,19.6,215.6,2024-02-14,US,Los Angeles,Apple Pay,Completed,In-store,Store Pickup,0,4,3320.85,2024-02-14,C003518,US,Los Angeles,Apple Pay,Completed
T00018505,P000129,C003518,WholeFoods Milk,50.0,1,3.5,4.65,51.15,2024-02-14,US,Los Angeles,Apple Pay,Completed,In-store,Store Pickup,0,4,3320.85,2024-02-14,C003518,US,Los Angeles,Apple Pay,Completed
T00018505,P000756,C003518,Bose Laptop,696.25,1,13.93,68.23,750.55,2024-02-14,US,Los Angeles,Apple Pay,Completed,In-store,Store Pickup,0,4,3320.85,2024-02-14,C003518,US,Los Angeles,Apple Pay,Completed
T00018506,P001100,C003647,IKEA Desk,745.36,1,37.27,70.81,778.9,2024-01-24,US,Chicago,Debit Card,Completed,Online,Home Delivery,0,1,778.9,2024-01-24,C003647,US,Chicago,Debit Card,Completed
T00018507,P000295,C001822,Apple Laptop,1397.78,1,209.67,118.81,1306.92,2024-08-02,US,Los Angeles,PayPal,Completed,Online,Home Delivery,0,1,1306.92,2024-08-02,C001822,US,Los Angeles,PayPal,Completed
T00018508,P001029,C001936,WholeFoods Milk,50.0,1,5.0,4.5,49.5,2024-12-18,US,Austin,Apple Pay,Completed,Mobile App,Home Delivery,0,1,49.5,2024-12-18,C001936,US,Austin,Apple Pay,Completed
T00018509,P000948,C000281,Random House Comic Book,50.0,1,0.0,6.0,56.0,2024-06-10,EU,Paris,PayPal,Completed,Online,Home Delivery,0,4,2263.04,2024-06-10,C000281,EU,Paris,PayPal,Completed
T00018509,P000284,C000281,WholeFoods Cheese,20.57,1,0.0,2.47,23.04,2024-06-10,EU,Paris,PayPal,Completed,Online,Store Pickup,0,4,2263.04,2024-06-10,C000281,EU,Paris,PayPal,Completed
T00018509,P000265,C000281,TraderJoes Cheese,50.0,3,0.0,18.0,168.0,2024-06-10,EU,Paris,PayPal,Completed,Online,Store Pickup,0,4,2263.04,2024-06-10,C000281,EU,Paris,PayPal,Completed
T00018509,P001135,C000281,Hamilton Beach Vacuum,600.0,3,0.0,216.0,2016.0,2024-06-10,EU,Paris,PayPal,Completed,Online,Home Delivery,0,4,2263.04,2024-06-10,C000281,EU,Paris,PayPal,Completed
T00018510,P000682,C004177,WalgreensBrand Protein Powder,144.49,1,2.89,16.99,158.59,2024-01-26,UK,Manchester,PayPal,Completed,Online,Store Pickup,0,2,815.85,2024-01-26,C004177,UK,Manchester,PayPal,Completed
T00018510,P000705,C004177,Yamaha Headphones,299.41,2,11.98,70.42,657.26,2024-01-26,UK,Manchester,PayPal,Completed,Online,Home Delivery,0,2,815.85,2024-01-26,C004177,UK,Manchester,PayPal,Completed
T00018511,P000427,C000820,Instant Pot Lamp,600.0,1,0.0,108.0,708.0,2024-07-04,IN,Bengaluru,UPI,Cancelled,In-store,Home Delivery,1,1,708.0,2024-07-04,C000820,IN,Bengaluru,UPI,Cancelled
T00018512,P000922,C001207,LG Speaker,1877.06,1,0.0,187.71,2064.77,2024-01-02,US,New York,Apple Pay,Completed,Online,Store Pickup,0,1,2064.77,2024-01-02,C001207,US,New York,Apple Pay,Completed
T00018513,P000561,C000630,Prada Jacket,45.71,1,0.0,4.57,50.28,2024-06-09,US,Austin,PayPal,Completed,Online,Home Delivery,0,1,50.28,2024-06-09,C000630,US,Austin,PayPal,Completed
T00018514,P001042,C002274,Panasonic Monitor,906.49,1,63.45,151.75,994.79,2024-11-19,IN,Chennai,Credit Card,Completed,Mobile App,Store Pickup,0,1,994.79,2024-11-19,C002274,IN,Chennai,Credit Card,Completed
T00018515,P000265,C001118,TraderJoes Cheese,50.0,1,0.0,9.0,59.0,2024-03-24,AU,Sydney,PayPal,Completed,Online,Store Pickup,0,1,59.0,2024-03-24,C001118,AU,Sydney,PayPal,Completed
T00018516,P000196,C001582,Philips Phone,799.05,1,0.0,79.91,878.96,2024-07-09,US,Chicago,Apple Pay,Completed,Online,Store Pickup,0,1,878.96,2024-07-09,C001582,US,Chicago,Apple Pay,Completed
T00018517,P000229,C003291,Samsung Toaster,2500.0,1,50.0,294.0,2744.0,2024-05-30,UK,Birmingham,Credit Card,Completed,In-store,Home Delivery,0,1,2744.0,2024-05-30,C003291,UK,Birmingham,Credit Card,Completed
T00018518,P000791,C004582,Husqvarna Lawn Mower,114.98,1,0.0,13.8,128.78,2024-01-29,UK,London,PayPal,Cancelled,Online,Home Delivery,1,2,352.78,2024-01-29,C004582,UK,London,PayPal,Cancelled
T00018518,P000907,C004582,The Body Shop Lipstick,200.0,1,0.0,24.0,224.0,2024-01-29,UK,London,PayPal,Cancelled,Online,Home Delivery,1,2,352.78,2024-01-29,C004582,UK,London,PayPal,Cancelled
T00018519,P000140,C001821,The Body Shop Mascara,102.55,1,0.0,10.26,112.81,2024-06-19,US,Los Angeles,Credit Card,Completed,Online,Store Pickup,0,1,112.81,2024-06-19,C001821,US,Los Angeles,Credit Card,Completed
T00018520,P000814,C003570,Nivea Shampoo,40.65,1,0.0,7.32,47.97,2024-08-14,IN,Bengaluru,Credit Card,Completed,Online,Home Delivery,0,1,47.97,2024-08-14,C003570,IN,Bengaluru,Credit Card,Completed
T00018521,P000453,C002115,Dell Tablet,2129.46,1,0.0,212.95,2342.41,2024-06-12,US,Chicago,Credit Card,Completed,Online,Store Pickup,0,1,2342.41,2024-06-12,C002115,US,Chicago,Credit Card,Completed
T00018522,P000125,C001961,KrogerBrand Cheese,15.99,1,0.0,1.92,17.91,2024-04-30,UK,London,Debit Card,Completed,Online,Store Pickup,0,1,17.91,2024-04-30,C001961,UK,London,Debit Card,Completed
T00018523,P000806,C003937,TraderJoes Snack Pack,31.15,3,0.0,16.82,110.27,2024-05-07,AU,Melbourne,Credit Card,Completed,In-store,Home Delivery,0,2,1039.63,2024-05-07,C003937,AU,Melbourne,Credit Card,Completed
T00018523,P000512,C003937,Samsung Washing Machine,787.59,1,0.0,141.77,929.36,2024-05-07,AU,Melbourne,Credit Card,Completed,In-store,Home Delivery,0,2,1039.63,2024-05-07,C003937,AU,Melbourne,Credit Card,Completed
T00018524,P001086,C001014,KrogerBrand Milk,20.72,1,0.0,2.07,22.79,2024-03-07,US,New York,Apple Pay,Completed,In-store,Home Delivery,0,1,22.79,2024-03-07,C001014,US,New York,Apple Pay,Completed
T00018525,P000961,C003369,HP Camera,2023.54,1,0.0,202.35,2225.89,2024-02-20,US,Los Angeles,Apple Pay,Completed,Online,Store Pickup,0,1,2225.89,2024-02-20,C003369,US,Los Angeles,Apple Pay,Completed
T00018526,P000206,C004550,Panasonic Camera,3000.0,2,120.0,1058.4,6938.4,2024-01-28,IN,Chennai,Credit Card,Completed,In-store,Store Pickup,0,2,6952.58,2024-01-28,C004550,IN,Chennai,Credit Card,Completed
T00018526,P000833,C004550,KrogerBrand Chocolate,12.27,1,0.25,2.16,14.18,2024-01-28,IN,Chennai,Credit Card,Completed,In-store,Store Pickup,0,2,6952.58,2024-01-28,C004550,IN,Chennai,Credit Card,Completed
T00018527,P000166,C002608,H&M Dress,24.1,1,0.0,2.41,26.51,2024-08-19,US,Chicago,Apple Pay,Completed,In-store,Store Pickup,0,1,26.51,2024-08-19,C002608,US,Chicago,Apple Pay,Completed
T00018528,P000064,C002541,Hamilton Beach Vacuum,340.74,1,23.85,57.04,373.93,2024-07-01,AU,Brisbane,PayPal,Completed,In-store,Home Delivery,0,1,373.93,2024-07-01,C002541,AU,Brisbane,PayPal,Completed
T00018529,P000988,C001090,Samsung Monitor,2350.47,1,235.05,253.85,2369.27,2024-04-23,EU,Madrid,Debit Card,Completed,Online,Store Pickup,0,1,2369.27,2024-04-23,C001090,EU,Madrid,Debit Card,Completed
T00018530,P000320,C001107,TraderJoes Chocolate,50.0,1,0.0,5.0,55.0,2024-07-29,US,Los Angeles,Debit Card,Completed,Online,Store Pickup,0,1,55.0,2024-07-29,C001107,US,Los Angeles,Debit Card,Completed
T00018531,P000472,C000787,Bose Speaker,1439.34,1,0.0,143.93,1583.27,2024-01-26,US,New York,Apple Pay,Completed,In-store,Store Pickup,0,2,1673.62,2024-01-26,C000787,US,New York,Apple Pay,Completed
T00018531,P000497,C000787,Adidas Tennis Racket,86.46,1,4.32,8.21,90.35,2024-01-26,US,New York,Apple Pay,Completed,In-store,Home Delivery,0,2,1673.62,2024-01-26,C000787,US,New York,Apple Pay,Completed
T00018532,P000802,C003636,Decathlon Helmet,400.0,2,0.0,144.0,944.0,2024-06-30,IN,Chennai,UPI,Completed,Online,Home Delivery,0,1,944.0,2024-06-30,C003636,IN,Chennai,UPI,Completed
T00018533,P000015,C000660,Johnson&Johnson Pacifier,200.0,1,0.0,36.0,236.0,2024-07-07,IN,Bengaluru,UPI,Cancelled,Online,Store Pickup,1,1,236.0,2024-07-07,C000660,IN,Bengaluru,UPI,Cancelled
T00018534,P000768,C000853,Random House Biography,17.24,2,0.0,4.14,38.62,2024-02-22,UK,Manchester,Debit Card,Completed,Mobile App,Home Delivery,0,1,38.62,2024-02-22,C000853,UK,Manchester,Debit Card,Completed
T00018535,P000276,C002324,Philips Camera,3000.0,1,60.0,529.2,3469.2,2024-01-23,IN,Delhi,UPI,Completed,Mobile App,Home Delivery,0,1,3469.2,2024-01-23,C002324,IN,Delhi,UPI,Completed
T00018536,P000530,C000481,Lego Action Figure,95.03,1,4.75,16.25,106.53,2024-03-07,IN,Chennai,UPI,Completed,Online,Store Pickup,0,3,361.24,2024-03-07,C000481,IN,Chennai,UPI,Completed
T00018536,P000084,C000481,Johnson&Johnson Pain Relief,78.75,1,7.88,12.76,83.63,2024-03-07,IN,Chennai,UPI,Completed,Online,Home Delivery,0,3,361.24,2024-03-07,C000481,IN,Chennai,UPI,Completed
T00018536,P000879,C000481,H&M Dress,144.98,1,0.0,26.1,171.08,2024-03-07,IN,Chennai,UPI,Completed,Online,Store Pickup,0,3,361.24,2024-03-07,C000481,IN,Chennai,UPI,Completed
T00018537,P000034,C004807,Philips Chair,311.51,1,6.23,30.53,335.81,2024-02-11,US,Los Angeles,Debit Card,Completed,Online,Home Delivery,0,1,335.81,2024-02-11,C004807,US,Los Angeles,Debit Card,Completed
T00018538,P001069,C000337,LG Speaker,1574.7,1,0.0,283.45,1858.15,2024-07-28,IN,Delhi,UPI,Completed,In-store,Home Delivery,0,1,1858.15,2024-07-28,C000337,IN,Delhi,UPI,Completed
T00018539,P000659,C001624,Apple Laptop,3000.0,1,150.0,342.0,3192.0,2024-07-21,UK,London,Credit Card,Completed,Online,Home Delivery,0,1,3192.0,2024-07-21,C001624,UK,London,Credit Card,Completed
T00018540,P000089,C000658,KrogerBrand Chocolate,26.8,1,0.0,2.68,29.48,2024-03-02,US,San Francisco,PayPal,Completed,In-store,Home Delivery,0,1,29.48,2024-03-02,C000658,US,San Francisco,PayPal,Completed
T00018541,P000391,C004336,TraderJoes Milk,50.0,2,0.0,18.0,118.0,2024-10-05,IN,Mumbai,Debit Card,Completed,In-store,Home Delivery,0,1,118.0,2024-10-05,C004336,IN,Mumbai,Debit Card,Completed
T00018542,P000489,C002603,Funko Board Game,49.62,1,4.96,4.47,49.13,2024-05-02,US,New York,Apple Pay,Completed,Online,Store Pickup,0,1,49.13,2024-05-02,C002603,US,New York,Apple Pay,Completed
