date,total_sales_amount,total_quantity_sold,unique_customers,unique_products,num_transactions
2024-10-16,24596.76,342,149,104,149
2024-10-17,22457.92,259,156,103,157
2024-10-18,19726.57,220,126,94,130
2024-10-19,30585.82,365,201,127,203
2024-10-20,23413.07,266,171,115,172
2024-10-21,26421.98,302,157,108,160
2024-10-22,19367.32,227,128,91,128
2024-10-23,17672.39,207,131,92,132
2024-10-24,15983.97,210,117,86,117
2024-10-25,30523.49,343,149,107,150
2024-10-26,32957.9,377,161,107,164
2024-10-27,26444.31,345,183,119,189
2024-10-28,21107.35,267,142,98,144
2024-10-29,15213.11,174,112,84,112
2024-10-30,23041.86,273,122,93,123
2024-10-31,15383.84,190,108,79,108
2024-11-01,34044.79,375,123,88,124
2024-11-02,35346.81,449,220,131,223
2024-11-03,36504.88,414,191,126,193
2024-11-04,59228.99,667,311,160,314
2024-11-05,24170.77,297,164,103,164
2024-11-06,18523.22,232,126,88,126
2024-11-07,26917.53,325,170,109,172
2024-11-08,21895.8,304,152,110,152
2024-11-09,34151.35,409,221,135,225
2024-11-10,45499.12,541,227,135,231
2024-11-11,33220.1,349,163,108,165
2024-11-12,24515.36,323,158,111,160
2024-11-13,26976.03,327,175,116,176
2024-11-14,26305.56,343,154,103,156
2024-11-15,26216.64,332,169,117,170
2024-11-16,39339.91,456,219,133,224
2024-11-17,36238.229999999996,406,217,126,219
2024-11-18,24135.04,300,163,114,166
2024-11-19,30334.68,382,174,110,174
2024-11-20,27547.49,323,164,112,164
2024-11-21,30626.4,335,147,104,149
2024-11-22,26879.03,294,167,121,169
2024-11-23,30904.6,405,190,129,191
2024-11-24,34310.98,427,199,126,200
2024-11-25,23302.85,299,162,114,162
2024-11-26,25565.48,282,160,106,161
2024-11-27,72004.75,831,412,171,429
2024-11-28,34662.31,388,189,124,190
2024-11-29,40810.54,479,188,115,189
2024-11-30,35604.13,400,197,125,201
2024-12-01,34974.08,419,228,134,229
2024-12-02,24219.98,306,164,107,169
2024-12-03,25663.670000000002,345,171,113,171
2024-12-04,23189.14,279,138,99,140
2024-12-05,21062.13,230,160,101,163
2024-12-06,22818.41,283,175,123,176
2024-12-07,35098.13,439,227,129,228
2024-12-08,32712.21,377,228,137,231
2024-12-09,31757.99,388,189,121,191
2024-12-10,23957.57,310,166,111,168
2024-12-11,23443.13,284,163,108,163
2024-12-12,29582.06,347,186,118,189
2024-12-13,34122.05,373,170,112,174
2024-12-14,36390.2,411,224,131,226
2024-12-15,41768.62,521,245,133,245
2024-12-16,34796.85,445,197,129,198
2024-12-17,29622.57,367,198,122,201
2024-12-18,31908.95,354,175,120,177
2024-12-19,36156.44,406,181,114,184
2024-12-20,29135.76,321,189,127,190
2024-12-21,43852.3,471,246,133,249
2024-12-22,41484.75,481,269,148,272
2024-12-23,38424.97,474,188,121,189
2024-12-24,23526.07,307,172,116,175
2024-12-25,48746.78,620,352,164,357
2024-12-26,25518.91,305,190,118,190
2024-12-27,34101.47,400,188,123,195
2024-12-28,37670.98,446,234,140,237
2024-12-29,36982.37,424,252,145,254
2024-12-30,36035.340000000004,423,203,123,207
2024-12-31,34074.98,452,194,119,195
2025-01-01,44631.229999999996,582,230,131,233
2025-01-02,29406.7,305,156,101,158
2025-01-03,24273.18,302,185,120,188
2025-01-04,34512.79,435,246,126,247
2025-01-05,40748.77,517,260,138,262
2025-01-06,23959.68,291,184,114,185
2025-01-07,27008.31,349,172,114,175
2025-01-08,30632.61,376,183,123,184
2025-01-09,34044.06,374,202,126,203
2025-01-10,30786.24,381,176,101,177
2025-01-11,46905.04,511,241,135,246
2025-01-12,28776.27,327,204,134,205
2025-01-13,32967.1,368,184,121,186
2025-01-14,26829.26,306,187,115,187
2025-01-15,28496.18,378,205,128,206
2025-01-16,28863.41,345,195,122,196
2025-01-17,25272.52,287,178,112,178
2025-01-18,41743.99,488,254,136,258
2025-01-19,46510.83,580,270,138,273
2025-01-20,30937.22,391,209,130,213
2025-01-21,25728.32,289,189,122,191
2025-01-22,34608.19,421,195,124,197
2025-01-23,19447.15,236,162,109,162
2025-01-24,32503.489999999998,392,198,124,200
2025-01-25,51713.090000000004,631,275,146,278
2025-01-26,46534.61,542,288,155,296
2025-01-27,24980.27,304,179,108,180
2025-01-28,33734.09,413,219,127,222
2025-01-29,34842.14,418,211,127,213
2025-01-30,35506.479999999996,440,201,116,206
2025-01-31,33604.43,387,198,128,200
2025-02-01,34306.03,378,237,148,239
2025-02-02,35403.82,448,226,130,228
2025-02-03,24530.61,277,174,121,175
2025-02-04,36287.72,405,214,129,217
2025-02-05,32551.26,372,225,140,229
2025-02-06,30448.26,324,184,116,187
2025-02-07,30394.36,350,192,119,195
2025-02-08,47677.13,547,268,140,269
2025-02-09,45242.52,562,320,156,323
2025-02-10,37905.25,460,217,132,220
2025-02-11,34499.41,402,213,136,215
2025-02-12,31056.51,384,191,130,192
2025-02-13,43871.31,503,205,127,208
2025-02-14,35491.53,433,228,140,229
2025-02-15,41399.92,518,273,143,276
2025-02-16,38605.64,464,267,143,269
2025-02-17,29375.91,413,201,123,203
2025-02-18,39186.23,445,222,130,225
2025-02-19,32094.1,366,231,135,234
2025-02-20,35249.13,430,222,137,227
2025-02-21,41422.62,481,239,131,240
2025-02-22,54280.67,602,323,154,331
2025-02-23,43124.75,517,279,140,283
2025-02-24,30804.54,330,219,130,221
2025-02-25,36761.32,404,230,131,232
2025-02-26,37398.08,421,226,132,228
2025-02-27,31382.01,369,198,126,199
2025-02-28,38693.61,447,234,131,236
2025-03-01,42917.67,500,269,145,275
2025-03-02,45116.72,545,288,152,292
2025-03-03,44921.81,572,244,137,250
2025-03-04,32150.18,401,197,117,198
2025-03-05,36059.57,439,213,129,217
2025-03-06,33245.74,381,220,130,221
2025-03-07,42288.17,483,230,133,233
2025-03-08,55091.72,676,271,145,275
2025-03-09,50956.28,615,282,143,287
2025-03-10,40859.18,520,222,126,224
2025-03-11,31406.81,391,210,130,213
2025-03-12,35129.72,479,220,134,222
2025-03-13,45581.45,517,228,134,231
2025-03-14,33230.27,424,225,137,225
2025-03-15,54380.28,671,299,142,301
2025-03-16,43872.7,485,254,143,256
2025-03-17,34376.65,401,210,134,215
2025-03-18,38553.68,459,220,127,223
2025-03-19,30142.67,368,186,119,187
2025-03-20,31187.25,385,194,122,196
2025-03-21,38106.6,459,214,131,217
2025-03-22,44636.79,553,279,142,281
2025-03-23,55781.08,718,314,155,323
2025-03-24,36454.64,449,212,125,215
2025-03-25,30339.85,376,212,129,215
2025-03-26,29120.13,336,203,120,205
2025-03-27,33214.86,409,200,129,203
2025-03-28,38249.64,455,236,136,238
2025-03-29,40787.49,474,270,146,274
2025-03-30,42742.88,486,264,142,267
2025-03-31,32297.28,394,219,125,220
2025-04-01,32164.77,381,212,125,216
2025-04-02,33646.57,361,218,130,222
2025-04-03,29073.3,313,199,123,200
2025-04-04,34350.01,396,224,129,226
2025-04-05,56288.6,652,302,149,307
2025-04-06,54537.22,657,300,154,307
2025-04-07,40233.08,441,226,130,230
2025-04-08,40116.0,462,224,133,224
2025-04-09,35611.1,444,241,134,244
2025-04-10,32846.35,384,218,130,220
2025-04-11,33567.16,446,216,130,219
2025-04-12,56957.83,666,324,152,334
2025-04-13,54103.69,600,327,160,329
2025-04-14,29190.15,396,218,119,218
2025-04-15,30125.09,371,200,121,203
2025-04-16,28649.87,336,198,130,203
2025-04-17,34608.56,457,224,129,228
2025-04-18,36256.22,428,212,123,214
2025-04-19,42215.99,467,278,135,284
2025-04-20,47416.78,579,324,161,327
2025-04-21,27136.54,320,183,121,187
2025-04-22,37592.6,452,223,136,226
2025-04-23,33433.55,371,204,130,204
2025-04-24,30278.49,350,192,114,194
2025-04-25,37926.32,483,245,134,248
2025-04-26,58658.68,667,307,149,308
2025-04-27,51175.82,612,270,142,275
2025-04-28,33645.97,427,220,132,223
2025-04-29,41690.32,470,218,125,219
2025-04-30,31303.74,376,205,131,209
2025-05-01,33013.39,405,219,136,225
2025-05-02,32626.63,362,216,125,217
2025-05-03,52097.1,651,317,150,322
2025-05-04,42839.3,497,291,154,296
2025-05-05,50226.37,484,228,132,229
2025-05-06,29219.66,329,191,117,192
2025-05-07,28508.69,343,220,134,223
2025-05-08,35647.37,415,215,131,216
2025-05-09,30282.52,369,203,126,207
2025-05-10,53691.020000000004,633,261,143,266
2025-05-11,50515.1,577,266,152,268
2025-05-12,30707.86,352,191,119,193
2025-05-13,30655.36,357,208,124,209
2025-05-14,30720.48,363,209,129,213
2025-05-15,36279.0,408,247,131,248
2025-05-16,33080.51,435,212,122,212
2025-05-17,50237.52,596,280,153,285
2025-05-18,51920.97,620,275,148,278
2025-05-19,42510.42,465,208,128,210
2025-05-20,37183.18,416,204,128,207
2025-05-21,31275.41,385,205,126,209
2025-05-22,28422.18,353,191,124,192
2025-05-23,28968.14,317,194,121,197
2025-05-24,47435.7,541,291,150,295
2025-05-25,49659.76,627,282,149,283
2025-05-26,25106.17,340,197,121,197
2025-05-27,38541.44,428,213,135,213
2025-05-28,34207.35,459,183,123,184
2025-05-29,31665.09,428,218,130,219
2025-05-30,36013.48,460,210,127,211
2025-05-31,43128.13,487,230,132,235
2025-06-01,50661.58,589,289,145,291
2025-06-02,27929.14,316,189,113,193
2025-06-03,28166.75,356,173,111,174
2025-06-04,32409.26,396,221,131,222
2025-06-05,32671.0,432,213,132,218
2025-06-06,29873.87,331,205,119,206
2025-06-07,49003.91,567,310,153,316
2025-06-08,38347.56,503,250,135,252
2025-06-09,31582.56,363,198,125,200
2025-06-10,30333.88,389,183,115,185
2025-06-11,30810.0,356,212,120,216
2025-06-12,30197.5,355,190,120,192
2025-06-13,28797.11,373,173,110,177
2025-06-14,36711.82,450,275,142,278
2025-06-15,37468.22,415,271,148,274
2025-06-16,34768.44,397,193,124,193
2025-06-17,33741.39,443,200,122,200
2025-06-18,29270.16,324,180,115,182
2025-06-19,34016.19,420,193,122,193
2025-06-20,37162.09,420,209,125,209
2025-06-21,43508.21,510,249,142,254
2025-06-22,38036.06,445,252,137,254
2025-06-23,28615.76,393,206,127,206
2025-06-24,29192.07,396,195,123,198
2025-06-25,26066.46,311,192,119,194
2025-06-26,34013.77,363,206,128,209
2025-06-27,30434.94,332,182,117,182
2025-06-28,44163.92,491,265,144,268
2025-06-29,36179.27,448,253,143,255
2025-06-30,25798.41,345,165,108,166
2025-07-01,28569.32,305,184,120,184
2025-07-02,20917.79,264,157,118,157
2025-07-03,27512.84,325,199,117,200
2025-07-04,24657.5,293,186,123,186
2025-07-05,39787.66,446,261,136,264
2025-07-06,42854.23,524,233,137,235
2025-07-07,23237.74,264,162,107,163
2025-07-08,29099.75,346,169,110,170
2025-07-09,35259.28,403,182,123,182
2025-07-10,41144.53,480,201,121,205
2025-07-11,24012.35,283,158,116,159
2025-07-12,33209.94,418,227,135,229
2025-07-13,37621.56,482,226,137,228
2025-07-14,29632.06,373,190,120,192
2025-07-15,26604.01,332,194,123,194
2025-07-16,29489.52,353,179,119,181
2025-07-17,23353.29,272,164,112,164
2025-07-18,26025.0,297,162,115,163
2025-07-19,39889.63,453,212,124,216
2025-07-20,35166.24,463,212,127,217
2025-07-21,30368.45,360,185,111,187
2025-07-22,23286.45,310,159,108,159
2025-07-23,30527.1,346,172,108,172
2025-07-24,28673.54,332,173,118,176
2025-07-25,26535.77,289,163,116,166
2025-07-26,38576.9,477,204,124,206
2025-07-27,44604.11,532,241,144,243
2025-07-28,30562.82,359,156,113,156
2025-07-29,28447.64,338,158,113,158
2025-07-30,26671.84,328,162,105,162
2025-07-31,21781.76,267,136,99,136
2025-08-01,21370.56,260,154,115,157
2025-08-02,32016.32,446,217,123,218
2025-08-03,35578.23,396,220,137,223
2025-08-04,18285.81,215,146,102,148
2025-08-05,24949.88,317,156,113,158
2025-08-06,20629.47,247,145,104,147
2025-08-07,25714.02,322,174,118,174
2025-08-08,26833.19,299,133,100,133
2025-08-09,38222.48,462,209,130,211
2025-08-10,28531.91,409,186,117,188
2025-08-11,20184.75,286,144,96,144
2025-08-12,22218.49,244,146,100,146
2025-08-13,32033.13,376,149,102,152
2025-08-14,18622.25,201,134,98,135
2025-08-15,20108.49,216,129,90,130
2025-08-16,36836.99,474,217,134,219
2025-08-17,26130.78,318,201,118,201
2025-08-18,28955.45,298,153,103,155
2025-08-19,19609.44,256,136,101,136
2025-08-20,20574.26,246,123,93,123
2025-08-21,24232.670000000002,279,156,103,158
2025-08-22,21309.3,249,119,87,120
2025-08-23,27407.1,331,197,120,198
2025-08-24,29009.09,378,190,122,192
2025-08-25,21072.86,235,136,95,136
2025-08-26,21497.47,254,137,100,138
2025-08-27,17085.73,214,124,97,125
2025-08-28,22608.09,314,153,102,153
2025-08-29,20413.93,257,125,94,125
2025-08-30,33734.99,390,182,120,183
2025-08-31,28678.16,339,189,113,194
2025-09-01,26018.52,343,147,104,149
2025-09-02,19649.73,264,138,92,138
2025-09-03,22681.49,281,127,101,129
2025-09-04,21857.51,208,124,87,124
2025-09-05,21931.16,307,130,95,131
2025-09-06,23843.8,287,179,113,181
2025-09-07,35605.43,423,195,118,198
2025-09-08,20370.510000000002,249,132,97,134
2025-09-09,21961.98,266,125,93,125
2025-09-10,31346.44,323,156,111,159
2025-09-11,24769.739999999998,279,136,93,138
2025-09-12,23377.81,299,146,109,147
2025-09-13,26166.21,300,183,116,184
2025-09-14,29181.66,335,187,124,190
2025-09-15,26912.74,329,135,91,137
2025-09-16,30634.37,370,138,96,139
2025-09-17,20863.89,272,133,100,135
2025-09-18,22109.54,251,156,104,156
2025-09-19,18386.67,218,139,99,140
2025-09-20,20875.96,260,163,110,166
2025-09-21,33347.1,378,203,124,203
2025-09-22,22665.32,302,155,109,155
2025-09-23,18301.38,211,129,99,130
2025-09-24,22113.81,267,123,87,123
2025-09-25,20599.64,249,140,96,140
2025-09-26,21545.420000000002,256,137,91,138
2025-09-27,24360.36,315,158,112,160
2025-09-28,45718.71,511,182,114,184
2025-09-29,19581.27,230,143,95,144
2025-09-30,27170.05,301,152,106,152
2025-10-01,24571.86,265,115,90,120
2025-10-02,21085.3,246,129,99,130
2025-10-03,22148.57,265,134,93,135
2025-10-04,26895.71,376,166,114,167
2025-10-05,34093.58,333,176,118,178
2025-10-06,25997.9,313,150,105,151
2025-10-07,26911.43,351,142,97,142
2025-10-08,29706.73,283,145,100,145
2025-10-09,22928.01,276,136,101,138
2025-10-10,16621.61,192,134,89,136
2025-10-11,33161.63,451,182,114,184
2025-10-12,39027.74,451,178,118,180
