product_id,product_name,product_unit_price,product_category,product_description,product_image,brand_name,sku,barcode,launch_date,is_active
P000628,Lenovo Camera,1344.52,Electronics,Player know child within table time project someone cell debate read as.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Lenovo,SKU-000628,515947575571,2022-12-04,True
P000629,Pampers Baby Bottle,34.5,Baby,Upon image kind same color grow term among weight.,https://picsum.photos/400/400,Pampers,SKU-000629,843772992210,2023-10-25,True
P000630,Pampers Diapers,19.91,Baby,Religious require body fast other main result concern arm whose education because plan.,https://picsum.photos/400/400,Pampers,SKU-000630,829965995850,2023-12-19,True
P000631,Ashley Sofa,2000.0,Furniture,Defense story total politics pass note political similar.,https://picsum.photos/400/400,Ashley,SKU-000631,747453515023,2022-09-04,True
P000632,GE Toaster,1406.26,Appliances,Meet work available treatment lawyer news.,https://picsum.photos/400/400,GE,SKU-000632,854915940946,2023-03-14,True
P000633,Puma Tennis Racket,138.04,Sports,Low month big visit various after west particular appear degree hope probably.,https://cdn-icons-png.flaticon.com/512/1046/1046951.png,Puma,SKU-000633,953014502570,2022-06-15,True
P000634,Adidas Dress,163.78,Fashion,Population factor turn around surface where.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Adidas,SKU-000634,417531588273,2021-10-29,True
P000635,Dove Lipstick,87.63,Beauty,Small establish could hundred at expert big.,https://picsum.photos/400/400,Dove,SKU-000635,722077414760,2021-09-15,True
P000636,Johnson&Johnson First Aid Kit,200.0,Health,Participant for country manager keep west set.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000636,755178127657,2023-02-27,False
P000637,TraderJoes Snack Pack,50.0,Groceries,Share direction section building name than smile nature policy international follow.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,TraderJoes,SKU-000637,867533887850,2022-04-16,True
P000638,Philips Monitor,2884.09,Electronics,However admit over feel despite can.,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Philips,SKU-000638,341626044128,2023-02-12,True
P000639,Hamilton Beach Vacuum,185.03,Home & Kitchen,Whether attack choose several writer machine indicate research attack strategy pretty majority.,https://images.unsplash.com/photo-1582582420890-bb38a3a36d17,Hamilton Beach,SKU-000639,197309421812,2023-12-08,True
P000640,Hasbro Puzzle,130.65,Toys & Games,Government newspaper democratic base rock four ten single day day own one.,https://picsum.photos/400/400,Hasbro,SKU-000640,108977797439,2021-08-10,True
P000641,GE Refrigerator,672.98,Appliances,Project sea physical with behind ok thus model because mean own training item.,https://picsum.photos/400/400,GE,SKU-000641,429416047024,2022-08-31,True
P000642,Gucci Bag,300.0,Fashion,Yes party hit morning medical school adult.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Gucci,SKU-000642,187124704670,2021-08-04,True
P000643,TraderJoes Cereal,23.35,Groceries,Really whether west ahead nation face nor small serious feeling area between vote.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,TraderJoes,SKU-000643,622438619107,2021-10-27,True
P000644,Samsung Laptop,535.31,Electronics,Hit order once fund she authority development.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Samsung,SKU-000644,725588744340,2023-09-25,True
P000645,Ashley Desk,1593.65,Furniture,Just make career affect continue part camera.,https://picsum.photos/400/400,Ashley,SKU-000645,864198760265,2022-12-21,True
P000646,Mobil Oil Filter,139.99,Automotive,Form where black defense agent choose commercial without marriage which beautiful old.,https://picsum.photos/400/400,Mobil,SKU-000646,414812363043,2021-08-05,True
P000647,Prada Bag,97.17,Fashion,Only easy relate name free operation thus professor.,https://images.unsplash.com/photo-1537010151-1e2469d3d832,Prada,SKU-000647,367425201162,2023-03-29,True
P000648,Zara Shoes,52.12,Fashion,Item listen husband must listen commercial cover memory pick.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Zara,SKU-000648,187936721915,2023-09-14,True
P000649,Kenwood Blender,106.96,Home & Kitchen,Eat eat wife cause vote field decide forward share cup reason anyone common.,https://images.unsplash.com/photo-1582582420890-bb38a3a36d17,Kenwood,SKU-000649,808919625672,2021-08-28,True
P000650,Mobil Oil Filter,252.53,Automotive,Recently throw far young do know throughout capital leg.,https://picsum.photos/400/400,Mobil,SKU-000650,932384512761,2022-07-18,True
P000651,Samsung Monitor,3000.0,Electronics,Wait author tax pretty point environment catch past student attack cause tonight prevent.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Samsung,SKU-000651,879762817393,2021-11-13,True
P000652,Johnson&Johnson Pacifier,155.79,Baby,Spend memory newspaper like risk full.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000652,669688416796,2023-08-13,True
P000653,NaturesBest Cheese,33.95,Groceries,Clearly data style ok card center usually laugh use.,https://images.unsplash.com/photo-1542831371-d531d36971e6,NaturesBest,SKU-000653,639637530165,2021-12-15,True
P000654,Adidas Shirt,240.14,Fashion,Card month also board mouth nor chance work.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Adidas,SKU-000654,390306378446,2021-11-23,True
P000655,Lego Doll,131.32,Toys & Games,Federal cut consider same bill friend until better state half total.,https://picsum.photos/400/400,Lego,SKU-000655,216546356817,2023-05-12,True
P000656,Johnson&Johnson Protein Powder,43.53,Health,Fact trouble friend able only concern mind seek friend east trip.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000656,918747841602,2023-07-14,True
P000657,Dell Phone,2136.88,Electronics,Understand finish wide control establish perhaps again source.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Dell,SKU-000657,686274566838,2023-06-24,True
P000658,Pilot Marker,4.13,Office Supplies,Couple physical from need toward call amount out.,https://picsum.photos/400/400,Pilot,SKU-000658,212061503374,2023-07-23,True
P000659,Apple Laptop,3000.0,Electronics,Know floor offer animal kind ground occur voice might.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Apple,SKU-000659,355141054912,2022-10-22,True
P000660,Penguin Comic Book,10.7,Books,Recognize less lose according hair ability simple green address listen maintain.,https://picsum.photos/400/400,Penguin,SKU-000660,610607893935,2022-06-10,True
P000661,H&M Jacket,300.0,Fashion,Bring very part team reality total religious yeah position should source hundred.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,H&M,SKU-000661,828677252611,2023-03-06,True
P000662,GenericBrandB Water Bottle,185.54,Misc,Set stock east policy listen control might kitchen when.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandB,SKU-000662,310996543349,2023-02-19,True
P000663,Dell Speaker,1602.91,Electronics,One economic arm indeed should vote can statement American deal throw help claim.,https://images.unsplash.com/photo-1512499617640-c2f999098c01,Dell,SKU-000663,755771840138,2023-08-03,True
P000664,WholeFoods Juice,15.0,Groceries,Player attorney age safe natural executive responsibility your no show boy something either.,https://images.unsplash.com/photo-1572441710523-4cfa1a2b48b4,WholeFoods,SKU-000664,904078744052,2022-07-30,True
P000665,Bose Tablet,870.14,Electronics,Hotel audience walk type worker than understand difficult eat language none home be.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Bose,SKU-000665,213810935645,2023-11-04,True
P000666,Uniqlo Sunglasses,212.51,Fashion,Force raise area fire measure night ahead up mention since risk traditional.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Uniqlo,SKU-000666,546954115919,2022-04-18,True
P000667,3M Headlight,37.58,Automotive,Thus energy treatment open enough important avoid everybody.,https://picsum.photos/400/400,3M,SKU-000667,955262489853,2021-09-23,True
P000668,Nivea Shampoo,69.29,Beauty,Work call place side a letter sit form local these matter seem.,https://picsum.photos/400/400,Nivea,SKU-000668,345361156976,2022-12-07,True
P000669,Ashley Bed,797.77,Furniture,Dog image treat information shake might.,https://picsum.photos/400/400,Ashley,SKU-000669,586138323318,2023-12-10,True
P000670,Hasbro Board Game,82.17,Toys & Games,Shake summer government since until build.,https://picsum.photos/400/400,Hasbro,SKU-000670,688153805182,2023-07-20,True
P000671,Dell Monitor,477.02,Electronics,Baby yard center final easy appear bed.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Dell,SKU-000671,390237231940,2023-03-07,True
P000672,Funko Doll,33.81,Toys & Games,Laugh political talk wind name believe.,https://picsum.photos/400/400,Funko,SKU-000672,421949347864,2022-12-17,True
P000673,Hasbro Doll,36.79,Toys & Games,Action worry difficult foot speech consumer financial success never themselves public.,https://picsum.photos/400/400,Hasbro,SKU-000673,874972628363,2023-12-17,True
P000674,Prada Sunglasses,92.57,Fashion,Society father three single enter remember.,https://cdn-icons-png.flaticon.com/512/836/836600.png,Prada,SKU-000674,954477827736,2023-02-18,True
P000675,KrogerBrand Cheese,50.0,Groceries,Thousand especially up about through fill anyone address build it local realize.,https://images.unsplash.com/photo-1572441710523-4cfa1a2b48b4,KrogerBrand,SKU-000675,179333776580,2023-06-15,True
P000676,Samsung Microwave,1091.99,Appliances,Sometimes issue sometimes number often glass which glass finish across almost.,https://picsum.photos/400/400,Samsung,SKU-000676,155445986527,2023-05-08,True
P000677,Pampers Pacifier,163.49,Baby,Born third traditional professional ask fight force history kitchen letter skin real son.,https://picsum.photos/400/400,Pampers,SKU-000677,320061715620,2023-04-10,True
P000678,NaturesBest Cheese,50.0,Groceries,Together single forget term fire explain trial final stage early.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,NaturesBest,SKU-000678,186964014859,2023-08-17,True
P000679,Puma Football,108.92,Sports,Claim apply movie wear represent speech language explain draw.,https://cdn-icons-png.flaticon.com/512/1046/1046950.png,Puma,SKU-000679,179561751945,2022-05-10,True
P000680,Samsung Speaker,1747.84,Electronics,Side feeling continue political lay worry manager simple.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Samsung,SKU-000680,957711425644,2021-12-07,True
P000681,Decathlon Tennis Racket,114.41,Sports,Interest today report perhaps society area culture the.,https://cdn-icons-png.flaticon.com/512/1046/1046947.png,Decathlon,SKU-000681,850503813481,2022-02-08,True
P000682,WalgreensBrand Protein Powder,144.49,Health,Possible dream reveal great show collection.,https://picsum.photos/400/400,WalgreensBrand,SKU-000682,861871679260,2023-09-29,True
P000683,NaturesBest Cheese,50.0,Groceries,Pull customer year ready check will food call choose accept claim director.,https://images.unsplash.com/photo-1580910051073-e6a1b1b7f9e1,NaturesBest,SKU-000683,537114900177,2021-12-17,True
P000684,Bose Monitor,974.37,Electronics,Office specific audience result plant worry really southern assume fund plan or also.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Bose,SKU-000684,915407018781,2023-05-08,True
P000685,The Body Shop Mascara,96.08,Beauty,Station like go simply why we century bit.,https://picsum.photos/400/400,The Body Shop,SKU-000685,633128451137,2021-09-19,True
P000686,HP Monitor,3000.0,Electronics,Reality economy real man box Democrat drop fall itself growth recognize claim hit.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,HP,SKU-000686,230140683206,2023-11-17,True
P000687,Samsung Refrigerator,167.36,Appliances,Garden compare response anyone wall store six black break.,https://picsum.photos/400/400,Samsung,SKU-000687,437390261052,2022-12-04,True
P000688,Under Armour Shirt,150.41,Fashion,Organization build begin value leader ever assume successful set wall trip.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Under Armour,SKU-000688,486466600749,2022-07-30,True
P000689,CVSBrand First Aid Kit,65.63,Health,Cold process section upon hour group radio third office this speak shoulder.,https://picsum.photos/400/400,CVSBrand,SKU-000689,399966430804,2023-09-04,True
P000690,GenericBrandA Flashlight,250.0,Misc,Price entire relationship total body through even door blood.,https://cdn-icons-png.flaticon.com/512/679/679922.png,GenericBrandA,SKU-000690,986979594127,2022-04-23,True
P000691,Adidas Football,74.19,Sports,Own item everybody song sense size course pull market.,https://images.unsplash.com/photo-1517649763962-0c623066013b,Adidas,SKU-000691,317844339633,2023-06-15,True
P000692,Samsung Camera,1874.86,Electronics,Necessary education word respond he under truth leader someone example after life.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Samsung,SKU-000692,788609286225,2022-04-01,True
P000693,Samsung Monitor,3000.0,Electronics,Food record door real save bag.,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Samsung,SKU-000693,796161299962,2022-08-31,False
P000694,Philips Table,600.0,Home & Kitchen,Available senior environmental dark leader quickly food chance table.,https://cdn-icons-png.flaticon.com/512/3515/3515265.png,Philips,SKU-000694,881073962997,2022-07-11,True
P000695,Pedigree Pet Bed,200.0,Pet Supplies,Government finish but however design exist under bit prevent water industry improve mother.,https://picsum.photos/400/400,Pedigree,SKU-000695,461025479615,2022-08-18,True
P000696,Under Armour Bag,174.41,Fashion,Down eight open play garden step involve while pull mouth.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Under Armour,SKU-000696,964287233687,2022-04-14,True
P000697,Kenwood Blender,585.27,Home & Kitchen,Stop clear may respond safe exactly company my family.,https://cdn-icons-png.flaticon.com/512/2972/2972165.png,Kenwood,SKU-000697,371554589432,2023-12-16,True
P000698,LG Speaker,1755.2,Electronics,Account answer method police ask strategy student difference may major now financial.,https://images.unsplash.com/photo-1505740420928-5e560c06d30e,LG,SKU-000698,613369528663,2022-10-30,True
P000699,Pandora Earrings,2073.04,Jewelry,Try authority man future yourself movement share morning official hard accept.,https://picsum.photos/400/400,Pandora,SKU-000699,408298327571,2023-07-11,True
P000700,Dove Lipstick,34.22,Beauty,Activity star enter face season response very around fast environmental whom morning city.,https://picsum.photos/400/400,Dove,SKU-000700,597617808216,2021-08-17,True
P000701,Dell Laptop,1641.7,Electronics,Performance never better authority evening option sport.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Dell,SKU-000701,624788821848,2022-01-07,True
P000702,Zara Watch,300.0,Fashion,Any knowledge cup possible hair free conference direction water.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Zara,SKU-000702,316748694295,2022-01-14,True
P000703,Funko Puzzle,31.99,Toys & Games,Success outside century win important culture appear knowledge cold value process.,https://picsum.photos/400/400,Funko,SKU-000703,398288637350,2023-08-14,True
P000704,Uniqlo Watch,300.0,Fashion,Wind mind why we one hot which.,https://images.unsplash.com/photo-1503341455253-b2e723bb3dbb,Uniqlo,SKU-000704,308852655510,2021-12-17,True
P000705,Yamaha Headphones,299.41,Music,Bank wide hundred others great summer economy stop audience six reach run glass.,https://picsum.photos/400/400,Yamaha,SKU-000705,280599391855,2023-04-13,True
P000706,KrogerBrand Juice,20.76,Groceries,Defense decade put account together card design remain expert.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,KrogerBrand,SKU-000706,750630336233,2023-09-13,True
P000707,TraderJoes Snack Pack,11.75,Groceries,Smile course people available leave necessary plan.,https://images.unsplash.com/photo-1510626176961-4b37d0f0b7c8,TraderJoes,SKU-000707,377341448272,2023-06-22,True
P000708,Pilot Notebook,16.56,Office Supplies,Attack themselves whole education democratic with share sea.,https://picsum.photos/400/400,Pilot,SKU-000708,552593888689,2021-08-03,True
P000709,HP Headphones,1951.35,Electronics,Role loss foreign why various some development sound form side us trip believe.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,HP,SKU-000709,515451234601,2023-12-01,True
P000710,Pedigree Dog Food,91.19,Pet Supplies,Professional he response will card figure throughout responsibility type at imagine network long.,https://picsum.photos/400/400,Pedigree,SKU-000710,130496911593,2023-02-12,True
P000711,Whirlpool Refrigerator,2500.0,Appliances,Season like all big some pay more.,https://picsum.photos/400/400,Whirlpool,SKU-000711,482026151813,2023-06-04,True
P000712,IKEA Lamp,475.15,Home & Kitchen,Even increase building technology use him.,https://images.unsplash.com/photo-1582582420890-bb38a3a36d17,IKEA,SKU-000712,364306318087,2021-12-31,True
P000713,Dove Shampoo,36.04,Beauty,Difference product today million late glass guy nothing light.,https://picsum.photos/400/400,Dove,SKU-000713,899994231767,2022-06-11,True
P000714,Johnson&Johnson First Aid Kit,18.3,Health,During trial also fast company final season artist still.,https://picsum.photos/400/400,Johnson&Johnson,SKU-000714,288936683293,2022-12-16,True
P000715,Gucci Sunglasses,97.4,Fashion,Meet such take meet knowledge race center result.,https://images.unsplash.com/photo-1503341455253-b2e723bb3dbb,Gucci,SKU-000715,855611006377,2022-10-31,True
P000716,CVSBrand Protein Powder,60.45,Health,Likely organization factor may medical bed buy.,https://picsum.photos/400/400,CVSBrand,SKU-000716,301692445067,2023-03-20,True
P000717,KrogerBrand Milk,44.51,Groceries,Group southern start serious still letter church.,https://cdn-icons-png.flaticon.com/512/590/590836.png,KrogerBrand,SKU-000717,739104547825,2023-10-14,True
P000718,Under Armour Watch,275.27,Fashion,Lot must inside rule billion back new ability watch six two.,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab,Under Armour,SKU-000718,712399140763,2021-10-29,True
P000719,Philips Speaker,3000.0,Electronics,Member who value here another describe remain authority.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Philips,SKU-000719,981271465439,2022-07-17,True
P000720,NaturesBest Snack Pack,7.8,Groceries,Draw she economy great go best develop.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,NaturesBest,SKU-000720,545381659851,2021-08-02,True
P000721,Pampers Baby Bottle,57.84,Baby,Kid hit yes forward report we.,https://picsum.photos/400/400,Pampers,SKU-000721,180278271980,2021-09-14,True
P000722,Decathlon Tennis Racket,146.78,Sports,Card central oil Mrs single fund always list everyone avoid.,https://images.unsplash.com/photo-1599058917504-b3d2ef26738f,Decathlon,SKU-000722,673101421473,2022-11-19,True
P000723,H&M Sunglasses,160.18,Fashion,Media factor service often control think available spend political wife.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,H&M,SKU-000723,174387327926,2023-04-04,True
P000724,TraderJoes Cheese,16.46,Groceries,Too could carry send still science attack upon.,https://cdn-icons-png.flaticon.com/512/1046/1046787.png,TraderJoes,SKU-000724,204706200375,2022-09-11,True
P000725,Purina Dog Food,25.74,Pet Supplies,Explain run worry sell over act personal sort baby drug best song.,https://picsum.photos/400/400,Purina,SKU-000725,736600137900,2022-01-21,True
P000726,Ashley Sofa,608.5,Furniture,Crime environmental tell trial sort man culture American tree history baby.,https://picsum.photos/400/400,Ashley,SKU-000726,610519423690,2022-05-06,False
P000727,Bosch Oil Filter,400.0,Automotive,Study total manager positive with concern money event growth before model TV when.,https://picsum.photos/400/400,Bosch,SKU-000727,775974102082,2021-09-13,True
P000728,Hasbro LEGO Set,39.56,Toys & Games,Fact well name old generation probably spend suffer.,https://picsum.photos/400/400,Hasbro,SKU-000728,935832363761,2022-11-16,True
P000729,Maybelline Cream,21.39,Beauty,Enjoy year least determine wait want all history garden admit eye start reveal.,https://picsum.photos/400/400,Maybelline,SKU-000729,924074363172,2021-08-27,True
P000730,Pedigree Pet Bed,33.26,Pet Supplies,Evening tree training push perhaps next.,https://picsum.photos/400/400,Pedigree,SKU-000730,570053072699,2023-07-29,True
P000731,Yonex Tennis Racket,70.8,Sports,Face alone hand door skin school one front.,https://cdn-icons-png.flaticon.com/512/1046/1046947.png,Yonex,SKU-000731,146616763172,2021-11-06,True
P000732,HarperCollins Biography,36.02,Books,Available page institution join region huge quickly pretty phone protect really short discuss.,https://picsum.photos/400/400,HarperCollins,SKU-000732,272891989858,2023-07-08,True
P000733,Penguin Biography,50.0,Books,With real character body bill what company class true pretty past.,https://picsum.photos/400/400,Penguin,SKU-000733,450250496849,2023-01-28,True
P000734,HarperCollins Biography,30.61,Books,Management Mr since word case statement.,https://picsum.photos/400/400,HarperCollins,SKU-000734,512915821988,2022-02-03,True
P000735,IKEA Knife Set,408.89,Home & Kitchen,Fast direction them point contain benefit arm rise keep attorney age trial.,https://images.unsplash.com/photo-1600585154340-be6161a56a0c,IKEA,SKU-000735,546129764303,2022-03-11,True
P000736,Dove Foundation,200.0,Beauty,Century animal represent college describe stay report water expert pressure lot class.,https://picsum.photos/400/400,Dove,SKU-000736,108442773311,2023-02-04,True
P000737,Hamilton Beach Chair,414.58,Home & Kitchen,Soon east suddenly step test together traditional direction.,https://cdn-icons-png.flaticon.com/512/3515/3515265.png,Hamilton Beach,SKU-000737,386369524728,2022-10-27,True
P000738,Uniqlo Sunglasses,65.68,Fashion,Style would maybe process impact national either scientist.,https://images.unsplash.com/photo-1520975918318-5bfb3c1f6a5d,Uniqlo,SKU-000738,853617051735,2023-11-25,True
P000739,KrogerBrand Chocolate,7.33,Groceries,Lay western upon news stop wear ability star goal especially reach.,https://cdn-icons-png.flaticon.com/512/590/590836.png,KrogerBrand,SKU-000739,893709225172,2021-12-09,True
P000740,KrogerBrand Juice,32.04,Groceries,Evidence page carry civil various read.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,KrogerBrand,SKU-000740,604172999275,2023-06-11,True
P000741,Whirlpool Washing Machine,993.63,Appliances,Heart suddenly Congress phone board wear society above.,https://picsum.photos/400/400,Whirlpool,SKU-000741,667565073371,2022-02-01,True
P000742,Decathlon Running Shoes,189.94,Sports,Our finally job significant your beautiful clearly apply can buy second land bar.,https://images.unsplash.com/photo-1599058917212-d750089bc07a,Decathlon,SKU-000742,452955137264,2021-10-12,True
P000743,Bose Camera,3000.0,Electronics,Future certainly quickly friend nothing reality song when focus beautiful later challenge.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,Bose,SKU-000743,952668004595,2023-01-27,True
P000744,Bose Speaker,1539.44,Electronics,This such control during several sport without him usually.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Bose,SKU-000744,124899786157,2022-01-23,True
P000745,Uniqlo Sunglasses,300.0,Fashion,Leave white which exactly north until pay.,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab,Uniqlo,SKU-000745,132956606162,2023-05-24,True
P000746,Mattel LEGO Set,86.2,Toys & Games,Option sister choice among either than already degree my recently.,https://picsum.photos/400/400,Mattel,SKU-000746,109873940090,2021-09-18,True
P000747,Pilot Notebook,21.78,Office Supplies,Early when stuff you report rise seem soon low.,https://picsum.photos/400/400,Pilot,SKU-000747,622802983096,2022-06-18,True
P000748,HarperCollins Novel,20.2,Books,Especially group successful modern sort stuff hear.,https://picsum.photos/400/400,HarperCollins,SKU-000748,367834097449,2021-08-08,True
P000749,IKEA Bed,491.43,Furniture,Relate chair since blood exactly themselves rock each a six finish.,https://picsum.photos/400/400,IKEA,SKU-000749,612607687797,2023-11-05,True
P000750,NaturesBest Milk,22.74,Groceries,Contain before fill best everybody three hit dream high television school exactly white.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,NaturesBest,SKU-000750,927398418279,2023-08-05,True
P000751,Purina Leash,200.0,Pet Supplies,Possible imagine board positive environmental different figure state actually rule position agent type.,https://picsum.photos/400/400,Purina,SKU-000751,777912313611,2023-01-07,True
P000752,Hasbro Action Figure,197.61,Toys & Games,Ability similar artist one move expert care several open example.,https://picsum.photos/400/400,Hasbro,SKU-000752,963393769127,2021-10-24,True
P000753,Pilot Stapler,48.61,Office Supplies,Everything expect friend human occur even measure.,https://picsum.photos/400/400,Pilot,SKU-000753,160639528305,2023-04-29,True
P000754,Apple Speaker,350.55,Electronics,Including resource role life once look president determine themselves future serious worker oil.,https://cdn-icons-png.flaticon.com/512/4202/4202836.png,Apple,SKU-000754,445882304528,2023-07-22,True
P000755,Adidas Jacket,223.52,Fashion,Together standard find theory hair side.,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab,Adidas,SKU-000755,450215438155,2023-04-05,True
P000756,Bose Laptop,696.25,Electronics,Kid from the white side organization challenge.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,Bose,SKU-000756,518246319385,2023-07-17,True
P000757,Ashley Bed,2000.0,Furniture,Almost social focus research skin player team.,https://picsum.photos/400/400,Ashley,SKU-000757,434067783474,2023-08-12,True
P000758,IKEA Cookware,206.99,Home & Kitchen,Commercial firm there Congress catch list young notice between everybody attention region blood score.,https://cdn-icons-png.flaticon.com/512/3515/3515265.png,IKEA,SKU-000758,482804347928,2023-04-16,True
P000759,IKEA Desk,1537.78,Furniture,Along especially officer commercial western remain brother military across.,https://picsum.photos/400/400,IKEA,SKU-000759,905146634193,2023-01-07,True
P000760,Bose Speaker,477.65,Electronics,Free future attention action how begin group my from may many light.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,Bose,SKU-000760,379047502533,2021-07-24,True
P000761,Instant Pot Knife Set,226.05,Home & Kitchen,Structure develop song life low fear recognize.,https://cdn-icons-png.flaticon.com/512/3515/3515265.png,Instant Pot,SKU-000761,737178022749,2022-11-26,True
P000762,NaturesBest Cheese,22.18,Groceries,Bank change PM until near thousand this site.,https://images.unsplash.com/photo-1567306226416-28f0efdc88ce,NaturesBest,SKU-000762,516277766566,2022-07-14,True
P000763,CVSBrand Protein Powder,200.0,Health,Election reduce of difference put start their contain test professor necessary response operation.,https://picsum.photos/400/400,CVSBrand,SKU-000763,614485856300,2021-11-03,True
P000764,LG Speaker,3000.0,Electronics,House ground many moment south simple.,https://images.unsplash.com/photo-1510557880182-3d4d3cba35a5,LG,SKU-000764,616345838533,2022-10-17,True
P000765,Philips Blender,261.29,Home & Kitchen,Writer it wait among nation major specific him sometimes.,https://images.unsplash.com/photo-1505691938895-1758d7feb511,Philips,SKU-000765,334155400303,2023-01-25,True
P000766,HP Headphones,1417.59,Electronics,Score until list their two so thank eight car doctor perform book plan fire.,https://images.unsplash.com/photo-1517336714731-489689fd1ca8,HP,SKU-000766,408367916561,2023-02-07,True
P000767,Gucci Jacket,150.09,Fashion,Term subject tonight mouth what according air.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Gucci,SKU-000767,983470899151,2023-02-05,False
P000768,Random House Biography,17.24,Books,Popular expect again view fact heart ready statement establish within single state.,https://picsum.photos/400/400,Random House,SKU-000768,752956089518,2022-04-26,True
P000769,Adidas Bag,285.07,Fashion,Away later media strategy sit thought.,https://cdn-icons-png.flaticon.com/512/836/836642.png,Adidas,SKU-000769,450732305536,2022-02-21,True
P000770,Panasonic Laptop,527.58,Electronics,They laugh rate another push wall.,https://cdn-icons-png.flaticon.com/512/4436/4436481.png,Panasonic,SKU-000770,156989797583,2023-09-01,True
P000771,Kenwood Vacuum,600.0,Home & Kitchen,Level pull include film lawyer time central piece information support.,https://cdn-icons-png.flaticon.com/512/1046/1046857.png,Kenwood,SKU-000771,786084162623,2023-12-16,True
P000772,Yamaha Drum Set,96.4,Music,Feeling specific city natural answer position bar.,https://picsum.photos/400/400,Yamaha,SKU-000772,284857710858,2022-04-27,True
P000773,West Elm Desk,602.93,Furniture,Deep free mission other some within conference ask well assume score control.,https://picsum.photos/400/400,West Elm,SKU-000773,598867670763,2023-03-30,True
P000774,L'Oreal Perfume,200.0,Beauty,Under suggest article night couple learn girl another price study ok.,https://picsum.photos/400/400,L'Oreal,SKU-000774,640437826702,2022-09-25,False
P000775,NaturesBest Cereal,14.52,Groceries,Maintain particularly our direction open tonight half.,https://cdn-icons-png.flaticon.com/512/3075/3075977.png,NaturesBest,SKU-000775,164646067907,2023-07-12,True
P000776,Adidas Sunglasses,209.25,Fashion,Teach involve college range ball practice police toward present and.,https://images.unsplash.com/photo-1521335629791-ce4aec67dd47,Adidas,SKU-000776,534561484106,2022-03-23,True
P000777,LG Headphones,3000.0,Electronics,Particular spend picture discussion carry worry.,https://cdn-icons-png.flaticon.com/512/1046/1046784.png,LG,SKU-000777,955971864968,2022-09-01,True
P000778,The Body Shop Perfume,144.37,Beauty,Without suddenly discover safe fall recently certain figure knowledge himself run next.,https://picsum.photos/400/400,The Body Shop,SKU-000778,615948727634,2022-07-31,True
P000779,Instant Pot Cookware,600.0,Home & Kitchen,Serve item key project wear husband.,https://images.unsplash.com/photo-1606813909028-63e1d6c1f2e4,Instant Pot,SKU-000779,867425088258,2023-01-07,True
P000780,Uniqlo Jacket,148.94,Fashion,Take cell kitchen history theory and wish for.,https://cdn-icons-png.flaticon.com/512/3456/3456426.png,Uniqlo,SKU-000780,270607791830,2022-05-13,True
