date,sku_id,location_id,stock_on_hand,stock_in_transit,reserved_stock
2024-05-28,P0039,L3,134,39,2
2024-05-28,P0040,L4,167,4,11
2024-05-28,P0041,L5,149,43,17
2024-05-28,P0042,L4,240,30,6
2024-05-28,P0043,L1,59,35,0
2024-05-28,P0044,L2,96,11,3
2024-05-28,P0045,L2,159,17,18
2024-05-28,P0046,L3,298,32,4
2024-05-28,P0047,L4,178,34,18
2024-05-28,P0048,L1,228,49,1
2024-05-28,P0049,L1,118,27,6
2024-05-29,P0000,L5,118,12,12
2024-05-29,P0001,L1,240,17,9
2024-05-29,P0002,L5,254,0,5
2024-05-29,P0003,L2,264,41,14
2024-05-29,P0004,L3,51,21,15
2024-05-29,P0005,L3,264,35,5
2024-05-29,P0006,L3,138,9,4
2024-05-29,P0007,L4,160,30,2
2024-05-29,P0008,L4,277,15,0
2024-05-29,P0009,L1,204,7,4
2024-05-29,P0010,L2,211,6,0
2024-05-29,P0011,L1,108,29,12
2024-05-29,P0012,L4,161,12,4
2024-05-29,P0013,L3,191,31,14
2024-05-29,P0014,L4,226,41,17
2024-05-29,P0015,L1,75,47,15
2024-05-29,P0016,L5,169,47,19
2024-05-29,P0017,L3,202,38,5
2024-05-29,P0018,L2,83,30,10
2024-05-29,P0019,L2,99,1,0
2024-05-29,P0020,L4,115,39,15
2024-05-29,P0021,L5,176,27,2
2024-05-29,P0022,L1,251,8,7
2024-05-29,P0023,L3,162,17,5
2024-05-29,P0024,L3,196,23,1
2024-05-29,P0025,L3,20,29,14
2024-05-29,P0026,L1,179,44,7
2024-05-29,P0027,L4,30,12,14
2024-05-29,P0028,L4,91,37,10
2024-05-29,P0029,L3,172,16,2
2024-05-29,P0030,L3,187,33,14
2024-05-29,P0031,L5,204,42,11
2024-05-29,P0032,L1,73,3,10
2024-05-29,P0033,L3,40,19,3
2024-05-29,P0034,L2,184,3,1
2024-05-29,P0035,L3,87,14,19
2024-05-29,P0036,L2,131,28,1
2024-05-29,P0037,L1,201,44,17
2024-05-29,P0038,L2,129,41,4
2024-05-29,P0039,L5,87,32,15
2024-05-29,P0040,L2,90,3,1
2024-05-29,P0041,L1,23,39,3
2024-05-29,P0042,L3,96,46,12
2024-05-29,P0043,L2,216,36,7
2024-05-29,P0044,L3,87,43,19
2024-05-29,P0045,L4,269,29,17
2024-05-29,P0046,L2,67,42,4
2024-05-29,P0047,L1,69,17,5
2024-05-29,P0048,L2,34,32,15
2024-05-29,P0049,L1,103,35,13
2024-05-30,P0000,L2,53,36,19
2024-05-30,P0001,L2,148,38,9
2024-05-30,P0002,L1,249,35,13
2024-05-30,P0003,L4,201,8,11
2024-05-30,P0004,L2,250,0,6
2024-05-30,P0005,L4,49,31,14
2024-05-30,P0006,L5,24,18,10
2024-05-30,P0007,L1,178,39,16
2024-05-30,P0008,L1,175,5,6
2024-05-30,P0009,L4,54,3,5
2024-05-30,P0010,L3,47,30,11
2024-05-30,P0011,L5,106,0,3
2024-05-30,P0012,L2,114,43,13
2024-05-30,P0013,L1,33,39,1
2024-05-30,P0014,L1,170,24,18
2024-05-30,P0015,L2,64,20,9
2024-05-30,P0016,L5,197,4,14
2024-05-30,P0017,L4,150,14,10
2024-05-30,P0018,L1,20,17,4
2024-05-30,P0019,L2,24,6,11
2024-05-30,P0020,L2,99,22,12
2024-05-30,P0021,L5,273,9,9
2024-05-30,P0022,L4,158,28,3
2024-05-30,P0023,L1,240,42,8
2024-05-30,P0024,L2,222,38,17
2024-05-30,P0025,L4,69,5,9
2024-05-30,P0026,L5,299,25,5
2024-05-30,P0027,L3,293,31,2
2024-05-30,P0028,L5,180,41,2
2024-05-30,P0029,L4,157,18,2
2024-05-30,P0030,L3,84,43,5
2024-05-30,P0031,L3,99,48,1
2024-05-30,P0032,L2,81,6,11
2024-05-30,P0033,L1,189,5,15
2024-05-30,P0034,L1,192,35,12
2024-05-30,P0035,L3,82,36,8
2024-05-30,P0036,L2,136,32,4
2024-05-30,P0037,L4,151,16,3
2024-05-30,P0038,L1,216,25,11
2024-05-30,P0039,L4,181,19,17
2024-05-30,P0040,L2,180,44,18
2024-05-30,P0041,L2,91,25,11
2024-05-30,P0042,L5,237,26,0
2024-05-30,P0043,L1,52,45,11
2024-05-30,P0044,L1,215,47,9
2024-05-30,P0045,L1,195,40,1
2024-05-30,P0046,L2,88,9,15
2024-05-30,P0047,L5,107,10,8
2024-05-30,P0048,L5,68,41,2
2024-05-30,P0049,L5,148,1,0
2024-05-31,P0000,L3,162,6,6
2024-05-31,P0001,L5,92,36,19
2024-05-31,P0002,L2,32,13,11
2024-05-31,P0003,L2,57,46,18
2024-05-31,P0004,L5,133,11,9
2024-05-31,P0005,L3,172,41,8
2024-05-31,P0006,L2,103,6,0
2024-05-31,P0007,L2,79,19,10
2024-05-31,P0008,L4,200,41,12
2024-05-31,P0009,L1,261,16,15
2024-05-31,P0010,L1,271,49,13
2024-05-31,P0011,L4,138,12,18
2024-05-31,P0012,L1,212,42,0
2024-05-31,P0013,L5,108,27,17
2024-05-31,P0014,L2,282,42,2
2024-05-31,P0015,L2,170,16,14
2024-05-31,P0016,L1,46,34,18
2024-05-31,P0017,L4,115,8,17
2024-05-31,P0018,L4,69,31,16
2024-05-31,P0019,L2,62,33,8
2024-05-31,P0020,L1,36,13,3
2024-05-31,P0021,L4,229,21,6
2024-05-31,P0022,L3,84,46,2
2024-05-31,P0023,L2,214,24,11
2024-05-31,P0024,L2,175,44,2
2024-05-31,P0025,L2,93,39,5
2024-05-31,P0026,L2,272,36,1
2024-05-31,P0027,L5,127,15,1
2024-05-31,P0028,L5,103,21,14
2024-05-31,P0029,L1,114,7,17
2024-05-31,P0030,L3,124,23,11
2024-05-31,P0031,L4,273,12,11
2024-05-31,P0032,L2,43,16,7
2024-05-31,P0033,L5,22,2,16
2024-05-31,P0034,L5,177,21,2
2024-05-31,P0035,L5,184,38,5
2024-05-31,P0036,L2,273,30,19
2024-05-31,P0037,L3,214,1,19
2024-05-31,P0038,L1,231,13,9
2024-05-31,P0039,L1,284,27,19
2024-05-31,P0040,L1,203,40,13
2024-05-31,P0041,L2,252,9,14
2024-05-31,P0042,L4,47,10,10
2024-05-31,P0043,L3,61,7,12
2024-05-31,P0044,L3,299,32,6
2024-05-31,P0045,L5,144,4,14
2024-05-31,P0046,L1,210,31,14
2024-05-31,P0047,L3,175,19,19
2024-05-31,P0048,L3,209,35,1
2024-05-31,P0049,L1,247,4,5
2024-06-01,P0000,L3,211,21,16
2024-06-01,P0001,L4,213,19,10
2024-06-01,P0002,L5,246,44,6
2024-06-01,P0003,L3,69,34,8
2024-06-01,P0004,L4,269,12,5
2024-06-01,P0005,L1,32,26,11
2024-06-01,P0006,L4,292,47,8
2024-06-01,P0007,L1,176,44,12
2024-06-01,P0008,L2,125,37,10
2024-06-01,P0009,L4,135,21,10
2024-06-01,P0010,L4,163,7,6
2024-06-01,P0011,L1,90,31,3
2024-06-01,P0012,L4,116,16,1
2024-06-01,P0013,L1,33,3,17
2024-06-01,P0014,L5,205,27,6
2024-06-01,P0015,L2,65,24,11
2024-06-01,P0016,L5,235,16,0
2024-06-01,P0017,L5,76,31,2
2024-06-01,P0018,L5,266,32,0
2024-06-01,P0019,L4,91,3,7
2024-06-01,P0020,L2,134,37,19
2024-06-01,P0021,L1,128,32,19
2024-06-01,P0022,L4,254,2,10
2024-06-01,P0023,L1,268,35,0
2024-06-01,P0024,L2,287,9,6
2024-06-01,P0025,L1,233,8,0
2024-06-01,P0026,L5,211,24,15
2024-06-01,P0027,L1,40,39,5
2024-06-01,P0028,L4,150,40,18
2024-06-01,P0029,L5,268,20,6
2024-06-01,P0030,L1,197,34,18
2024-06-01,P0031,L1,254,37,9
2024-06-01,P0032,L3,120,46,4
2024-06-01,P0033,L1,122,43,2
2024-06-01,P0034,L1,154,0,13
2024-06-01,P0035,L4,215,24,6
2024-06-01,P0036,L2,93,44,10
2024-06-01,P0037,L2,133,48,15
2024-06-01,P0038,L5,288,40,17
2024-06-01,P0039,L3,138,34,2
2024-06-01,P0040,L4,112,48,10
2024-06-01,P0041,L3,109,15,11
2024-06-01,P0042,L4,288,8,4
2024-06-01,P0043,L2,121,26,3
2024-06-01,P0044,L1,289,16,15
2024-06-01,P0045,L4,52,17,11
2024-06-01,P0046,L1,141,1,2
2024-06-01,P0047,L3,202,46,10
2024-06-01,P0048,L3,267,37,12
2024-06-01,P0049,L5,97,22,5
2024-06-02,P0000,L3,292,33,0
2024-06-02,P0001,L3,56,28,18
2024-06-02,P0002,L5,57,35,11
2024-06-02,P0003,L4,80,15,4
2024-06-02,P0004,L2,227,28,13
2024-06-02,P0005,L1,74,17,18
2024-06-02,P0006,L1,274,48,4
2024-06-02,P0007,L1,274,28,19
2024-06-02,P0008,L1,91,7,1
2024-06-02,P0009,L1,72,2,14
2024-06-02,P0010,L5,78,46,17
2024-06-02,P0011,L3,141,23,3
2024-06-02,P0012,L4,77,31,2
2024-06-02,P0013,L5,112,17,19
2024-06-02,P0014,L5,177,1,10
2024-06-02,P0015,L4,207,16,4
2024-06-02,P0016,L4,212,37,13
2024-06-02,P0017,L1,153,29,10
2024-06-02,P0018,L5,260,7,15
2024-06-02,P0019,L3,88,10,12
2024-06-02,P0020,L4,119,23,19
2024-06-02,P0021,L3,103,46,19
2024-06-02,P0022,L5,298,41,2
2024-06-02,P0023,L3,200,28,16
2024-06-02,P0024,L4,198,44,14
2024-06-02,P0025,L4,152,26,8
2024-06-02,P0026,L1,153,44,8
2024-06-02,P0027,L5,120,32,19
2024-06-02,P0028,L4,48,14,7
2024-06-02,P0029,L5,170,27,15
2024-06-02,P0030,L1,299,32,11
2024-06-02,P0031,L3,168,18,17
2024-06-02,P0032,L1,152,6,5
2024-06-02,P0033,L4,53,25,13
2024-06-02,P0034,L4,248,40,4
2024-06-02,P0035,L3,64,43,16
2024-06-02,P0036,L3,132,7,2
2024-06-02,P0037,L4,167,24,12
2024-06-02,P0038,L1,86,13,12
2024-06-02,P0039,L4,147,43,4
2024-06-02,P0040,L2,111,13,6
2024-06-02,P0041,L3,99,43,7
2024-06-02,P0042,L3,24,18,18
2024-06-02,P0043,L5,89,26,9
2024-06-02,P0044,L1,281,29,12
2024-06-02,P0045,L3,164,40,7
2024-06-02,P0046,L3,181,27,19
2024-06-02,P0047,L1,281,23,18
2024-06-02,P0048,L3,52,20,14
2024-06-02,P0049,L4,207,13,2
2024-06-03,P0000,L4,200,17,14
2024-06-03,P0001,L1,141,28,15
2024-06-03,P0002,L1,271,16,7
2024-06-03,P0003,L5,200,25,19
2024-06-03,P0004,L1,56,2,11
2024-06-03,P0005,L1,118,15,12
2024-06-03,P0006,L2,169,46,18
2024-06-03,P0007,L1,40,22,5
2024-06-03,P0008,L5,115,26,5
2024-06-03,P0009,L1,271,29,1
2024-06-03,P0010,L4,63,3,2
2024-06-03,P0011,L3,54,37,17
2024-06-03,P0012,L2,288,37,17
2024-06-03,P0013,L5,259,16,3
2024-06-03,P0014,L2,278,27,3
2024-06-03,P0015,L5,197,40,13
2024-06-03,P0016,L4,246,30,13
2024-06-03,P0017,L5,101,14,1
2024-06-03,P0018,L1,238,4,9
2024-06-03,P0019,L4,174,19,6
2024-06-03,P0020,L4,22,46,6
2024-06-03,P0021,L5,132,46,12
2024-06-03,P0022,L3,31,18,10
2024-06-03,P0023,L1,278,31,2
2024-06-03,P0024,L4,116,5,3
2024-06-03,P0025,L3,232,30,16
2024-06-03,P0026,L2,87,1,18
2024-06-03,P0027,L5,62,21,6
2024-06-03,P0028,L3,164,5,13
2024-06-03,P0029,L5,147,33,18
2024-06-03,P0030,L2,61,47,8
2024-06-03,P0031,L2,113,7,11
2024-06-03,P0032,L5,114,8,19
2024-06-03,P0033,L4,276,48,3
2024-06-03,P0034,L1,208,38,16
2024-06-03,P0035,L3,96,19,4
2024-06-03,P0036,L2,36,0,0
2024-06-03,P0037,L5,77,47,8
2024-06-03,P0038,L3,158,3,6
2024-06-03,P0039,L3,63,38,15
2024-06-03,P0040,L5,71,2,3
2024-06-03,P0041,L4,284,6,7
2024-06-03,P0042,L4,171,0,17
2024-06-03,P0043,L5,59,27,6
2024-06-03,P0044,L2,31,9,6
2024-06-03,P0045,L3,222,21,14
2024-06-03,P0046,L5,69,8,4
2024-06-03,P0047,L4,255,11,8
2024-06-03,P0048,L2,111,26,2
2024-06-03,P0049,L3,198,49,18
2024-06-04,P0000,L4,141,33,15
2024-06-04,P0001,L2,183,48,19
2024-06-04,P0002,L4,158,15,1
2024-06-04,P0003,L4,228,39,7
2024-06-04,P0004,L3,39,24,1
2024-06-04,P0005,L2,47,1,18
2024-06-04,P0006,L1,299,28,12
2024-06-04,P0007,L2,29,20,18
2024-06-04,P0008,L1,266,1,1
2024-06-04,P0009,L2,104,29,4
2024-06-04,P0010,L1,93,46,15
2024-06-04,P0011,L4,39,32,12
2024-06-04,P0012,L4,195,25,19
2024-06-04,P0013,L2,133,11,7
2024-06-04,P0014,L5,168,40,7
2024-06-04,P0015,L2,54,3,13
2024-06-04,P0016,L1,76,36,13
2024-06-04,P0017,L2,229,24,0
2024-06-04,P0018,L3,210,36,4
2024-06-04,P0019,L4,175,17,16
2024-06-04,P0020,L3,134,45,15
2024-06-04,P0021,L2,27,17,12
2024-06-04,P0022,L2,35,30,14
2024-06-04,P0023,L1,96,30,17
2024-06-04,P0024,L2,49,49,12
2024-06-04,P0025,L1,285,17,16
2024-06-04,P0026,L5,272,26,5
2024-06-04,P0027,L1,193,0,0
2024-06-04,P0028,L3,21,23,2
2024-06-04,P0029,L3,277,14,11
2024-06-04,P0030,L3,176,38,17
2024-06-04,P0031,L4,30,44,11
2024-06-04,P0032,L4,109,41,4
2024-06-04,P0033,L5,257,0,10
2024-06-04,P0034,L2,72,12,15
2024-06-04,P0035,L1,172,34,16
2024-06-04,P0036,L1,241,49,5
2024-06-04,P0037,L5,214,36,18
2024-06-04,P0038,L2,251,6,7
2024-06-04,P0039,L4,229,5,9
2024-06-04,P0040,L5,36,11,10
2024-06-04,P0041,L1,20,44,18
2024-06-04,P0042,L1,297,40,15
2024-06-04,P0043,L2,242,27,9
2024-06-04,P0044,L3,125,17,19
2024-06-04,P0045,L1,176,11,12
2024-06-04,P0046,L5,122,47,8
2024-06-04,P0047,L3,114,6,2
2024-06-04,P0048,L2,182,13,16
2024-06-04,P0049,L2,127,9,10
2024-06-05,P0000,L4,273,47,0
2024-06-05,P0001,L4,217,34,2
2024-06-05,P0002,L5,36,22,0
2024-06-05,P0003,L4,270,23,2
2024-06-05,P0004,L2,247,43,13
2024-06-05,P0005,L5,106,17,8
2024-06-05,P0006,L5,160,23,16
2024-06-05,P0007,L2,147,31,12
2024-06-05,P0008,L4,150,0,4
2024-06-05,P0009,L3,222,48,3
2024-06-05,P0010,L1,204,40,11
2024-06-05,P0011,L5,273,0,14
2024-06-05,P0012,L5,50,16,13
2024-06-05,P0013,L4,212,46,3
2024-06-05,P0014,L4,268,27,17
2024-06-05,P0015,L3,204,9,1
2024-06-05,P0016,L2,142,26,19
2024-06-05,P0017,L1,223,37,18
2024-06-05,P0018,L2,143,2,7
2024-06-05,P0019,L3,254,13,6
2024-06-05,P0020,L5,210,7,7
2024-06-05,P0021,L4,200,20,0
2024-06-05,P0022,L4,48,31,13
2024-06-05,P0023,L5,71,33,10
2024-06-05,P0024,L1,263,3,4
2024-06-05,P0025,L4,29,38,3
2024-06-05,P0026,L2,68,43,3
2024-06-05,P0027,L5,271,34,5
2024-06-05,P0028,L3,225,8,11
2024-06-05,P0029,L2,43,47,13
2024-06-05,P0030,L1,171,19,7
2024-06-05,P0031,L1,163,49,17
2024-06-05,P0032,L4,293,3,16
2024-06-05,P0033,L2,143,30,12
2024-06-05,P0034,L2,33,9,2
2024-06-05,P0035,L5,72,23,5
2024-06-05,P0036,L5,299,23,10
2024-06-05,P0037,L3,279,3,8
2024-06-05,P0038,L4,182,39,9
2024-06-05,P0039,L4,143,46,18
2024-06-05,P0040,L4,94,20,14
2024-06-05,P0041,L4,72,17,9
2024-06-05,P0042,L4,228,36,11
2024-06-05,P0043,L3,193,30,0
2024-06-05,P0044,L5,214,27,1
2024-06-05,P0045,L5,238,10,14
2024-06-05,P0046,L1,112,40,0
2024-06-05,P0047,L5,123,33,14
2024-06-05,P0048,L1,214,31,2
2024-06-05,P0049,L2,266,10,16
2024-06-06,P0000,L2,186,20,15
2024-06-06,P0001,L1,69,1,2
2024-06-06,P0002,L1,36,0,16
2024-06-06,P0003,L4,160,29,0
2024-06-06,P0004,L2,127,2,17
2024-06-06,P0005,L2,196,45,6
2024-06-06,P0006,L4,242,9,15
2024-06-06,P0007,L4,158,18,18
2024-06-06,P0008,L1,70,41,18
2024-06-06,P0009,L4,85,36,15
2024-06-06,P0010,L3,98,19,6
2024-06-06,P0011,L1,22,47,13
2024-06-06,P0012,L4,29,18,14
2024-06-06,P0013,L5,203,34,11
2024-06-06,P0014,L2,130,49,8
2024-06-06,P0015,L2,285,15,2
2024-06-06,P0016,L2,159,15,19
2024-06-06,P0017,L5,151,44,14
2024-06-06,P0018,L4,114,21,11
2024-06-06,P0019,L3,186,26,9
2024-06-06,P0020,L5,246,1,2
2024-06-06,P0021,L4,90,13,8
2024-06-06,P0022,L1,264,28,19
2024-06-06,P0023,L5,160,49,0
2024-06-06,P0024,L3,243,35,5
2024-06-06,P0025,L2,198,1,18
2024-06-06,P0026,L3,165,49,4
2024-06-06,P0027,L2,39,4,0
2024-06-06,P0028,L3,105,42,9
2024-06-06,P0029,L3,247,7,13
2024-06-06,P0030,L1,191,42,1
2024-06-06,P0031,L2,195,13,10
2024-06-06,P0032,L1,34,37,0
2024-06-06,P0033,L3,72,18,1
2024-06-06,P0034,L3,145,4,11
2024-06-06,P0035,L1,60,42,6
2024-06-06,P0036,L5,130,39,14
2024-06-06,P0037,L1,34,22,13
2024-06-06,P0038,L1,50,36,13
2024-06-06,P0039,L4,291,9,4
2024-06-06,P0040,L1,246,39,6
2024-06-06,P0041,L2,129,36,19
2024-06-06,P0042,L1,260,24,0
2024-06-06,P0043,L5,210,34,19
2024-06-06,P0044,L5,258,24,10
2024-06-06,P0045,L5,141,2,15
2024-06-06,P0046,L2,60,43,8
2024-06-06,P0047,L4,188,18,19
2024-06-06,P0048,L1,273,8,9
2024-06-06,P0049,L5,82,2,1
2024-06-07,P0000,L1,33,9,14
2024-06-07,P0001,L3,141,15,16
2024-06-07,P0002,L4,86,37,9
2024-06-07,P0003,L4,288,20,5
2024-06-07,P0004,L4,192,11,1
2024-06-07,P0005,L3,188,26,16
2024-06-07,P0006,L3,82,44,5
2024-06-07,P0007,L3,105,6,15
2024-06-07,P0008,L4,211,4,19
2024-06-07,P0009,L3,194,25,15
2024-06-07,P0010,L4,166,29,2
2024-06-07,P0011,L5,197,29,6
2024-06-07,P0012,L1,236,22,2
2024-06-07,P0013,L3,266,28,13
2024-06-07,P0014,L1,262,0,4
2024-06-07,P0015,L4,268,19,12
2024-06-07,P0016,L5,287,1,4
2024-06-07,P0017,L3,23,2,14
2024-06-07,P0018,L3,186,12,13
2024-06-07,P0019,L4,202,2,18
2024-06-07,P0020,L5,80,14,9
2024-06-07,P0021,L4,121,34,11
2024-06-07,P0022,L1,229,46,8
2024-06-07,P0023,L4,27,25,8
2024-06-07,P0024,L4,163,36,3
2024-06-07,P0025,L5,91,34,13
2024-06-07,P0026,L3,221,19,0
2024-06-07,P0027,L1,53,40,14
2024-06-07,P0028,L5,61,41,8
2024-06-07,P0029,L3,288,15,11
2024-06-07,P0030,L1,278,14,14
2024-06-07,P0031,L3,286,24,12
2024-06-07,P0032,L3,40,2,15
2024-06-07,P0033,L2,250,35,4
2024-06-07,P0034,L4,197,3,6
2024-06-07,P0035,L1,71,36,8
2024-06-07,P0036,L4,52,17,12
2024-06-07,P0037,L5,175,39,13
2024-06-07,P0038,L4,48,21,18
2024-06-07,P0039,L3,140,6,2
2024-06-07,P0040,L1,149,19,7
2024-06-07,P0041,L1,110,43,14
2024-06-07,P0042,L2,163,33,4
2024-06-07,P0043,L5,29,20,17
2024-06-07,P0044,L3,47,1,11
2024-06-07,P0045,L4,171,48,19
2024-06-07,P0046,L1,65,22,10
2024-06-07,P0047,L2,109,43,11
2024-06-07,P0048,L5,267,28,7
2024-06-07,P0049,L2,221,40,3
2024-06-08,P0000,L3,32,42,17
2024-06-08,P0001,L5,285,47,14
2024-06-08,P0002,L4,59,13,7
2024-06-08,P0003,L5,115,44,7
2024-06-08,P0004,L3,286,7,8
2024-06-08,P0005,L3,265,25,13
2024-06-08,P0006,L4,226,21,9
2024-06-08,P0007,L2,89,34,11
2024-06-08,P0008,L3,76,35,3
2024-06-08,P0009,L5,95,13,16
2024-06-08,P0010,L5,162,19,7
2024-06-08,P0011,L2,233,25,11
2024-06-08,P0012,L4,275,49,6
2024-06-08,P0013,L4,229,0,6
2024-06-08,P0014,L2,75,48,3
2024-06-08,P0015,L2,291,42,12
2024-06-08,P0016,L5,256,24,14
2024-06-08,P0017,L5,231,3,11
2024-06-08,P0018,L2,21,42,10
2024-06-08,P0019,L2,240,2,3
2024-06-08,P0020,L3,62,24,7
2024-06-08,P0021,L2,25,49,9
2024-06-08,P0022,L2,280,14,1
2024-06-08,P0023,L4,122,25,8
2024-06-08,P0024,L1,240,18,12
2024-06-08,P0025,L4,223,24,0
2024-06-08,P0026,L1,130,3,12
2024-06-08,P0027,L3,107,10,9
2024-06-08,P0028,L5,66,36,19
2024-06-08,P0029,L5,84,12,10
2024-06-08,P0030,L1,48,25,16
2024-06-08,P0031,L1,193,47,2
2024-06-08,P0032,L2,112,21,8
2024-06-08,P0033,L3,103,26,19
2024-06-08,P0034,L5,36,12,2
2024-06-08,P0035,L4,152,12,14
2024-06-08,P0036,L2,84,24,6
2024-06-08,P0037,L3,179,29,2
2024-06-08,P0038,L5,298,18,11
2024-06-08,P0039,L1,84,49,0
2024-06-08,P0040,L1,200,41,17
2024-06-08,P0041,L3,28,13,12
2024-06-08,P0042,L1,286,14,2
2024-06-08,P0043,L1,179,32,16
2024-06-08,P0044,L5,286,32,6
2024-06-08,P0045,L5,109,25,12
2024-06-08,P0046,L1,42,38,7
2024-06-08,P0047,L4,127,28,0
2024-06-08,P0048,L2,158,25,13
2024-06-08,P0049,L4,66,49,19
2024-06-09,P0000,L3,99,19,5
2024-06-09,P0001,L2,27,46,7
2024-06-09,P0002,L1,61,23,18
2024-06-09,P0003,L3,162,29,19
2024-06-09,P0004,L3,79,28,2
2024-06-09,P0005,L3,55,12,17
2024-06-09,P0006,L2,160,38,3
2024-06-09,P0007,L2,227,19,6
2024-06-09,P0008,L1,152,44,16
2024-06-09,P0009,L3,226,30,17
2024-06-09,P0010,L3,222,40,0
2024-06-09,P0011,L3,40,3,6
2024-06-09,P0012,L1,191,44,19
2024-06-09,P0013,L4,290,0,2
2024-06-09,P0014,L3,163,21,6
2024-06-09,P0015,L5,251,31,11
2024-06-09,P0016,L2,120,20,13
2024-06-09,P0017,L1,105,8,7
2024-06-09,P0018,L2,171,44,4
2024-06-09,P0019,L1,292,28,8
2024-06-09,P0020,L4,206,32,7
2024-06-09,P0021,L1,165,10,8
2024-06-09,P0022,L2,231,19,11
2024-06-09,P0023,L3,73,37,13
2024-06-09,P0024,L1,216,27,1
2024-06-09,P0025,L2,215,32,6
2024-06-09,P0026,L4,49,27,18
2024-06-09,P0027,L1,205,33,9
2024-06-09,P0028,L4,115,32,7
2024-06-09,P0029,L3,75,34,16
2024-06-09,P0030,L4,192,31,19
2024-06-09,P0031,L3,81,35,3
2024-06-09,P0032,L1,135,37,10
2024-06-09,P0033,L2,80,38,19
2024-06-09,P0034,L4,228,46,11
2024-06-09,P0035,L5,28,22,6
2024-06-09,P0036,L5,246,36,18
2024-06-09,P0037,L2,69,17,10
2024-06-09,P0038,L3,117,24,10
2024-06-09,P0039,L1,161,24,8
2024-06-09,P0040,L2,157,28,10
2024-06-09,P0041,L4,226,13,8
2024-06-09,P0042,L2,176,32,14
2024-06-09,P0043,L5,267,21,0
2024-06-09,P0044,L2,45,9,1
2024-06-09,P0045,L1,64,2,16
2024-06-09,P0046,L3,187,3,10
2024-06-09,P0047,L3,164,16,10
2024-06-09,P0048,L5,179,35,11
2024-06-09,P0049,L4,102,3,7
2024-06-10,P0000,L3,186,26,15
2024-06-10,P0001,L3,69,25,12
2024-06-10,P0002,L1,108,41,17
2024-06-10,P0003,L5,50,42,11
2024-06-10,P0004,L3,63,11,7
2024-06-10,P0005,L4,45,45,9
2024-06-10,P0006,L1,196,2,3
2024-06-10,P0007,L2,120,39,0
2024-06-10,P0008,L1,155,40,18
2024-06-10,P0009,L3,190,1,19
2024-06-10,P0010,L1,118,5,7
2024-06-10,P0011,L5,144,22,13
2024-06-10,P0012,L5,65,32,12
2024-06-10,P0013,L1,126,37,8
2024-06-10,P0014,L1,249,12,7
2024-06-10,P0015,L2,274,39,1
2024-06-10,P0016,L1,82,32,5
2024-06-10,P0017,L2,93,16,9
2024-06-10,P0018,L4,252,15,8
2024-06-10,P0019,L3,249,30,4
2024-06-10,P0020,L3,239,35,5
2024-06-10,P0021,L5,212,24,19
2024-06-10,P0022,L1,212,27,12
2024-06-10,P0023,L2,282,22,8
2024-06-10,P0024,L5,134,23,15
2024-06-10,P0025,L5,149,42,13
2024-06-10,P0026,L2,73,38,18
2024-06-10,P0027,L1,210,28,4
2024-06-10,P0028,L1,67,5,16
2024-06-10,P0029,L3,160,37,9
2024-06-10,P0030,L3,101,31,12
2024-06-10,P0031,L1,227,43,9
2024-06-10,P0032,L4,269,14,3
2024-06-10,P0033,L2,139,30,19
2024-06-10,P0034,L4,97,19,6
2024-06-10,P0035,L4,145,34,2
2024-06-10,P0036,L4,82,34,8
2024-06-10,P0037,L2,246,31,19
2024-06-10,P0038,L1,110,30,13
2024-06-10,P0039,L1,71,45,12
2024-06-10,P0040,L3,63,41,18
2024-06-10,P0041,L1,267,6,16
2024-06-10,P0042,L3,220,0,17
2024-06-10,P0043,L2,199,38,13
2024-06-10,P0044,L3,163,45,8
2024-06-10,P0045,L2,47,7,5
2024-06-10,P0046,L2,71,22,9
2024-06-10,P0047,L1,110,43,18
2024-06-10,P0048,L1,79,34,5
2024-06-10,P0049,L5,70,30,9
2024-06-11,P0000,L5,145,1,1
2024-06-11,P0001,L4,100,29,11
2024-06-11,P0002,L3,188,20,1
2024-06-11,P0003,L3,118,32,7
2024-06-11,P0004,L2,274,49,18
2024-06-11,P0005,L4,174,40,4
2024-06-11,P0006,L2,134,31,6
2024-06-11,P0007,L4,211,31,13
2024-06-11,P0008,L5,291,35,2
2024-06-11,P0009,L2,184,42,12
2024-06-11,P0010,L3,235,5,3
2024-06-11,P0011,L5,120,1,11
2024-06-11,P0012,L1,109,0,7
2024-06-11,P0013,L2,62,10,2
2024-06-11,P0014,L3,298,24,5
2024-06-11,P0015,L5,161,44,15
2024-06-11,P0016,L1,288,23,17
2024-06-11,P0017,L1,131,9,19
2024-06-11,P0018,L4,199,25,7
2024-06-11,P0019,L5,94,31,19
2024-06-11,P0020,L3,261,23,15
2024-06-11,P0021,L2,194,34,15
2024-06-11,P0022,L5,228,8,0
2024-06-11,P0023,L2,182,38,0
2024-06-11,P0024,L1,39,5,14
2024-06-11,P0025,L4,80,47,5
2024-06-11,P0026,L5,34,5,0
2024-06-11,P0027,L3,143,19,8
2024-06-11,P0028,L2,252,30,15
2024-06-11,P0029,L5,191,23,5
2024-06-11,P0030,L2,94,43,13
2024-06-11,P0031,L2,176,8,9
2024-06-11,P0032,L4,106,29,10
2024-06-11,P0033,L2,210,5,16
2024-06-11,P0034,L3,51,5,4
2024-06-11,P0035,L5,58,44,16
2024-06-11,P0036,L3,256,14,8
