po_id,sku_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,freight_cost,payment_terms
PO100582,SKU1041,SUP517,2025-09-22,2025-10-04,2025-10-04,595,189.02,Net30
PO100583,SKU1051,SUP513,2024-02-23,2024-03-18,2024-03-19,212,183.39,Net30
PO100584,SKU1049,SUP502,2025-08-16,2025-08-23,2025-08-25,655,131.22,Net30
PO100585,SKU1100,SUP513,2025-10-29,2025-11-09,2025-11-09,760,38.07,Prepaid
PO100586,SKU1022,SUP502,2025-02-03,2025-02-24,2025-02-27,906,25.92,Net30
PO100587,SKU1014,SUP514,2025-11-16,2025-12-06,2025-12-09,505,118.46,Prepaid
PO100588,SKU1039,SUP512,2025-09-01,2025-09-20,2025-09-24,883,147.08,Net45
PO100589,SKU1098,SUP512,2023-12-18,2024-01-04,2024-01-04,112,33.46,Prepaid
PO100590,SKU1027,SUP504,2024-12-31,2025-01-14,2025-01-15,701,42.55,Prepaid
PO100591,SKU1096,SUP504,2025-03-15,2025-03-24,2025-03-26,348,179.77,Net30
PO100592,SKU1078,SUP514,2025-01-12,2025-01-23,2025-01-23,374,153.6,Net30
PO100593,SKU1072,SUP509,2025-02-20,2025-02-27,2025-02-28,785,186.56,Net30
PO100594,SKU1011,SUP500,2024-03-06,2024-03-17,2024-03-17,917,50.87,Prepaid
PO100595,SKU1109,SUP509,2024-03-16,2024-03-24,2024-03-25,104,119.62,Prepaid
PO100596,SKU1090,SUP517,2024-11-02,2024-11-21,2024-11-22,931,154.76,Net30
PO100597,SKU1110,SUP500,2024-03-22,2024-03-31,2024-03-31,453,71.31,Net45
PO100598,SKU1040,SUP512,2025-04-05,2025-04-18,2025-04-19,266,74.77,Net45
PO100599,SKU1022,SUP515,2024-07-07,2024-07-25,2024-07-26,913,12.21,Net30
PO100600,SKU1107,SUP513,2024-02-15,2024-03-06,2024-03-08,736,22.68,Prepaid
PO100601,SKU1017,SUP500,2024-01-13,2024-02-02,2024-02-05,788,60.41,Net30
PO100602,SKU1084,SUP513,2025-09-23,2025-09-27,2025-09-28,190,146.88,Net45
PO100603,SKU1103,SUP513,2024-02-12,2024-02-22,2024-02-23,762,154.35,Net45
PO100604,SKU1119,SUP513,2024-02-24,2024-03-14,2024-03-15,484,80.97,Net45
PO100605,SKU1104,SUP514,2023-11-27,2023-12-14,2023-12-16,484,97.15,Net45
PO100606,SKU1000,SUP515,2025-05-05,2025-05-27,2025-05-29,563,28.35,Net30
PO100607,SKU1052,SUP517,2024-08-06,2024-08-30,2024-08-31,88,195.77,Net45
PO100608,SKU1061,SUP511,2024-01-11,2024-01-27,2024-01-28,757,17.83,Prepaid
PO100609,SKU1018,SUP516,2024-06-18,2024-07-03,2024-07-04,847,129.71,Net30
PO100610,SKU1059,SUP516,2024-03-18,2024-04-07,2024-04-08,140,40.7,Prepaid
PO100611,SKU1060,SUP502,2024-04-11,2024-04-19,2024-04-20,643,79.72,Net30
PO100612,SKU1078,SUP501,2024-07-06,2024-07-28,2024-07-28,61,58.16,Net30
PO100613,SKU1058,SUP516,2025-03-15,2025-03-24,2025-03-24,389,164.46,Net30
PO100614,SKU1045,SUP509,2025-11-11,2025-11-28,2025-11-29,995,139.94,Net45
PO100615,SKU1095,SUP509,2025-08-02,2025-08-24,2025-08-26,112,108.35,Net45
PO100616,SKU1060,SUP505,2025-01-21,2025-01-26,2025-01-27,348,199.43,Net45
PO100617,SKU1079,SUP500,2024-06-03,2024-06-13,2024-06-14,567,144.94,Prepaid
PO100618,SKU1108,SUP508,2025-04-04,2025-04-26,2025-04-28,331,30.42,Net30
PO100619,SKU1001,SUP503,2025-04-06,2025-04-26,2025-04-29,806,91.65,Prepaid
PO100620,SKU1084,SUP514,2025-05-04,2025-05-25,2025-05-25,851,96.66,Net45
PO100621,SKU1030,SUP515,2024-08-24,2024-08-30,2024-08-31,83,92.15,Net30
PO100622,SKU1010,SUP504,2024-05-06,2024-05-11,2024-05-12,907,31.2,Net30
PO100623,SKU1096,SUP513,2024-06-13,2024-06-30,2024-07-01,500,77.98,Net45
PO100624,SKU1081,SUP505,2025-08-27,2025-09-05,2025-09-06,403,120.4,Prepaid
PO100625,SKU1082,SUP508,2025-06-09,2025-06-27,2025-06-30,221,105.83,Net30
PO100626,SKU1051,SUP515,2024-05-27,2024-06-06,2024-06-07,820,186.77,Net45
PO100627,SKU1029,SUP512,2025-04-02,2025-04-14,2025-04-15,318,107.76,Prepaid
PO100628,SKU1067,SUP513,2025-06-22,2025-07-06,2025-07-07,509,150.75,Net30
PO100629,SKU1086,SUP510,2024-03-21,2024-04-09,2024-04-10,92,187.35,Prepaid
PO100630,SKU1117,SUP517,2024-09-19,2024-10-05,2024-10-05,492,99.27,Net45
PO100631,SKU1117,SUP508,2024-03-06,2024-03-27,2024-03-28,150,149.39,Net30
PO100632,SKU1083,SUP512,2025-02-05,2025-02-21,2025-02-23,297,81.99,Net45
PO100633,SKU1086,SUP506,2024-09-18,2024-10-09,2024-10-09,234,124.27,Net30
PO100634,SKU1070,SUP500,2025-04-19,2025-04-30,2025-05-02,62,26.39,Net30
PO100635,SKU1012,SUP516,2024-12-02,2024-12-09,2024-12-11,274,33.7,Net45
PO100636,SKU1036,SUP508,2025-04-01,2025-04-10,2025-04-11,144,186.8,Prepaid
PO100637,SKU1076,SUP506,2025-03-23,2025-04-08,2025-04-09,775,146.31,Prepaid
PO100638,SKU1011,SUP504,2025-04-28,2025-05-19,2025-05-20,713,97.6,Net45
PO100639,SKU1102,SUP505,2025-01-07,2025-01-11,2025-01-12,309,86.4,Net30
PO100640,SKU1059,SUP502,2024-05-29,2024-06-09,2024-06-10,333,85.57,Net30
PO100641,SKU1088,SUP510,2025-01-22,2025-02-11,2025-02-15,333,140.96,Prepaid
PO100642,SKU1048,SUP512,2025-02-05,2025-02-28,2025-03-01,882,111.67,Net30
PO100643,SKU1022,SUP514,2025-04-27,2025-05-14,2025-05-14,255,157.56,Net45
PO100644,SKU1050,SUP505,2024-09-11,2024-09-15,2024-09-18,603,78.38,Net30
PO100645,SKU1027,SUP503,2025-09-30,2025-10-11,2025-10-12,155,192.71,Prepaid
PO100646,SKU1009,SUP502,2025-10-02,2025-10-23,2025-10-23,506,130.26,Prepaid
PO100647,SKU1114,SUP515,2023-11-20,2023-12-01,2023-12-01,88,87.36,Net45
PO100648,SKU1049,SUP508,2024-12-05,2024-12-10,2024-12-11,450,104.46,Net45
PO100649,SKU1000,SUP516,2024-08-15,2024-08-28,2024-08-30,539,134.66,Net30
PO100650,SKU1051,SUP502,2024-12-28,2025-01-15,2025-01-18,755,182.71,Net30
PO100651,SKU1015,SUP517,2023-11-26,2023-12-17,2023-12-18,748,51.6,Net30
PO100652,SKU1051,SUP501,2025-10-29,2025-11-04,2025-11-06,142,61.48,Net30
PO100653,SKU1068,SUP510,2025-07-13,2025-08-06,2025-08-06,834,93.3,Net30
PO100654,SKU1082,SUP506,2025-04-03,2025-04-17,2025-04-20,443,122.16,Net45
PO100655,SKU1024,SUP509,2025-01-08,2025-01-27,2025-01-28,695,91.57,Net45
PO100656,SKU1045,SUP515,2025-08-17,2025-08-29,2025-08-29,802,138.47,Prepaid
PO100657,SKU1017,SUP501,2024-07-29,2024-08-03,2024-08-05,657,69.06,Prepaid
PO100658,SKU1062,SUP512,2025-07-28,2025-08-01,2025-08-03,365,187.43,Net30
PO100659,SKU1068,SUP514,2024-12-02,2024-12-11,2024-12-12,397,150.37,Prepaid
PO100660,SKU1043,SUP501,2024-08-25,2024-09-17,2024-09-17,719,106.06,Net45
PO100661,SKU1066,SUP514,2024-11-06,2024-11-19,2024-11-21,599,100.5,Prepaid
PO100662,SKU1094,SUP507,2025-05-26,2025-06-01,2025-06-03,194,143.16,Net30
PO100663,SKU1083,SUP500,2024-08-13,2024-09-04,2024-09-05,96,115.42,Prepaid
PO100664,SKU1089,SUP504,2024-09-05,2024-09-09,2024-09-09,976,86.45,Net30
PO100665,SKU1105,SUP503,2024-03-05,2024-03-19,2024-03-19,655,112.0,Prepaid
PO100666,SKU1104,SUP503,2025-06-02,2025-06-24,2025-06-24,680,160.08,Prepaid
PO100667,SKU1008,SUP506,2024-06-12,2024-06-27,2024-06-27,805,121.96,Net45
PO100668,SKU1051,SUP510,2025-03-03,2025-03-07,2025-03-07,608,166.32,Prepaid
PO100669,SKU1041,SUP506,2025-02-22,2025-03-08,2025-03-10,393,82.95,Prepaid
PO100670,SKU1015,SUP508,2024-07-29,2024-08-10,2024-08-10,763,28.72,Net30
PO100671,SKU1070,SUP505,2023-12-15,2024-01-07,2024-01-09,91,79.76,Prepaid
PO100672,SKU1012,SUP512,2024-04-24,2024-05-03,2024-05-05,548,34.03,Prepaid
PO100673,SKU1000,SUP500,2024-03-28,2024-04-12,2024-04-13,717,142.14,Net45
PO100674,SKU1113,SUP509,2025-01-28,2025-02-03,2025-02-04,841,55.03,Net30
PO100675,SKU1088,SUP504,2024-12-23,2025-01-09,2025-01-09,585,111.53,Net30
PO100676,SKU1052,SUP507,2024-08-05,2024-08-16,2024-08-17,88,176.57,Net45
PO100677,SKU1023,SUP515,2024-08-26,2024-09-13,2024-09-16,896,198.01,Net30
PO100678,SKU1044,SUP513,2024-01-02,2024-01-13,2024-01-18,170,96.21,Net45
PO100679,SKU1012,SUP511,2024-05-19,2024-06-06,2024-06-07,569,43.95,Prepaid
PO100680,SKU1059,SUP506,2024-06-30,2024-07-20,2024-07-20,865,66.32,Prepaid
PO100681,SKU1087,SUP515,2025-06-04,2025-06-12,2025-06-13,994,51.73,Prepaid
PO100682,SKU1006,SUP511,2025-04-25,2025-05-06,2025-05-07,392,82.41,Net45
PO100683,SKU1103,SUP514,2025-07-27,2025-08-04,2025-08-07,997,199.37,Net45
PO100684,SKU1022,SUP505,2024-02-04,2024-02-23,2024-02-25,168,26.74,Prepaid
PO100685,SKU1114,SUP507,2025-07-21,2025-08-03,2025-08-05,383,98.8,Net30
PO100686,SKU1025,SUP510,2024-06-13,2024-06-20,2024-06-23,283,118.99,Prepaid
PO100687,SKU1030,SUP513,2025-01-20,2025-02-08,2025-02-13,275,60.37,Prepaid
PO100688,SKU1060,SUP515,2024-06-27,2024-07-21,2024-07-23,271,36.4,Net45
PO100689,SKU1058,SUP505,2024-09-14,2024-09-19,2024-09-20,787,76.76,Prepaid
PO100690,SKU1080,SUP511,2023-11-26,2023-12-04,2023-12-04,180,144.58,Prepaid
PO100691,SKU1088,SUP501,2025-07-15,2025-07-28,2025-07-30,526,162.95,Net30
PO100692,SKU1053,SUP505,2025-06-16,2025-07-06,2025-07-07,352,57.48,Net45
PO100693,SKU1020,SUP505,2023-11-21,2023-12-10,2023-12-11,285,44.64,Prepaid
PO100694,SKU1052,SUP516,2024-09-15,2024-10-05,2024-10-07,655,181.87,Net30
PO100695,SKU1107,SUP514,2025-01-19,2025-02-06,2025-02-08,803,146.13,Prepaid
PO100696,SKU1031,SUP510,2025-01-17,2025-01-25,2025-01-25,999,130.21,Net45
PO100697,SKU1019,SUP500,2025-03-17,2025-04-10,2025-04-13,531,141.84,Net45
PO100698,SKU1098,SUP516,2024-09-03,2024-09-15,2024-09-16,540,199.7,Net45
PO100699,SKU1105,SUP503,2025-03-03,2025-03-10,2025-03-11,621,85.28,Prepaid
PO100700,SKU1088,SUP513,2025-05-18,2025-06-09,2025-06-09,352,76.07,Prepaid
PO100701,SKU1082,SUP502,2025-10-30,2025-11-03,2025-11-03,215,144.02,Net45
PO100702,SKU1058,SUP500,2024-10-14,2024-10-26,2024-10-27,191,172.33,Net45
PO100703,SKU1051,SUP505,2025-06-01,2025-06-21,2025-06-21,525,31.56,Net45
PO100704,SKU1081,SUP500,2025-01-01,2025-01-10,2025-01-12,964,23.19,Net45
PO100705,SKU1042,SUP516,2025-07-07,2025-07-28,2025-07-30,326,120.46,Net45
PO100706,SKU1078,SUP517,2025-09-27,2025-10-16,2025-10-18,751,157.82,Prepaid
PO100707,SKU1079,SUP510,2024-10-29,2024-11-16,2024-11-17,981,142.11,Net45
PO100708,SKU1046,SUP501,2024-08-26,2024-09-12,2024-09-13,683,15.6,Prepaid
PO100709,SKU1046,SUP511,2024-08-20,2024-09-11,2024-09-11,118,119.83,Net45
PO100710,SKU1090,SUP506,2025-10-02,2025-10-06,2025-10-07,602,177.03,Prepaid
PO100711,SKU1083,SUP515,2024-10-06,2024-10-25,2024-10-25,942,97.81,Net45
PO100712,SKU1026,SUP507,2024-03-19,2024-03-29,2024-03-29,565,120.21,Net45
PO100713,SKU1054,SUP508,2025-02-03,2025-02-13,2025-02-13,513,11.76,Net30
PO100714,SKU1064,SUP516,2025-08-29,2025-09-18,2025-09-18,594,110.04,Net45
PO100715,SKU1105,SUP517,2024-07-10,2024-08-01,2024-08-02,426,116.38,Net45
PO100716,SKU1088,SUP502,2025-11-14,2025-12-04,2025-12-04,139,12.39,Prepaid
PO100717,SKU1050,SUP505,2024-11-10,2024-11-30,2024-12-01,161,106.6,Prepaid
PO100718,SKU1035,SUP503,2025-02-10,2025-03-05,2025-03-06,945,98.88,Prepaid
PO100719,SKU1066,SUP500,2024-12-13,2024-12-29,2024-12-30,604,110.25,Prepaid
PO100720,SKU1060,SUP511,2024-01-19,2024-02-04,2024-02-04,71,50.48,Net30
PO100721,SKU1024,SUP502,2025-08-22,2025-08-27,2025-08-28,904,190.33,Net45
PO100722,SKU1082,SUP510,2025-10-16,2025-11-09,2025-11-11,711,21.31,Net30
PO100723,SKU1062,SUP516,2024-03-26,2024-04-03,2024-04-04,361,143.22,Net45
PO100724,SKU1016,SUP509,2025-03-23,2025-04-06,2025-04-07,545,119.46,Net30
PO100725,SKU1036,SUP501,2024-04-17,2024-05-10,2024-05-10,220,10.17,Net45
PO100726,SKU1118,SUP505,2025-08-05,2025-08-24,2025-08-25,229,145.7,Net45
PO100727,SKU1088,SUP504,2024-03-25,2024-04-13,2024-04-15,374,18.47,Net45
PO100728,SKU1016,SUP514,2024-06-15,2024-06-27,2024-06-28,625,38.67,Net45
PO100729,SKU1004,SUP510,2024-10-06,2024-10-13,2024-10-14,509,93.21,Net45
PO100730,SKU1020,SUP517,2024-08-07,2024-08-20,2024-08-21,464,136.0,Net30
PO100731,SKU1098,SUP504,2024-04-25,2024-05-16,2024-05-17,209,149.77,Prepaid
PO100732,SKU1094,SUP517,2024-10-02,2024-10-09,2024-10-10,772,145.96,Net30
PO100733,SKU1060,SUP509,2024-12-31,2025-01-16,2025-01-18,637,98.36,Net45
PO100734,SKU1018,SUP514,2024-07-09,2024-07-20,2024-07-21,540,42.05,Prepaid
PO100735,SKU1017,SUP517,2025-07-13,2025-07-22,2025-07-25,682,24.79,Prepaid
PO100736,SKU1057,SUP511,2025-05-18,2025-06-08,2025-06-09,706,31.33,Prepaid
PO100737,SKU1074,SUP516,2024-02-23,2024-03-07,2024-03-07,334,153.07,Prepaid
PO100738,SKU1002,SUP502,2025-03-21,2025-04-08,2025-04-08,737,45.4,Prepaid
PO100739,SKU1065,SUP512,2025-01-25,2025-02-13,2025-02-14,669,66.25,Net45
PO100740,SKU1007,SUP511,2025-06-30,2025-07-18,2025-07-18,487,44.04,Net30
PO100741,SKU1049,SUP511,2023-12-12,2023-12-20,2023-12-21,365,24.08,Net30
PO100742,SKU1111,SUP517,2024-10-24,2024-11-17,2024-11-18,504,190.6,Net45
PO100743,SKU1053,SUP514,2024-04-02,2024-04-19,2024-04-20,969,98.1,Net30
PO100744,SKU1093,SUP513,2025-09-05,2025-09-15,2025-09-15,138,17.49,Prepaid
PO100745,SKU1026,SUP509,2024-04-16,2024-04-22,2024-04-22,393,113.46,Prepaid
PO100746,SKU1119,SUP512,2023-12-16,2024-01-01,2024-01-01,986,67.9,Net30
PO100747,SKU1053,SUP505,2025-09-17,2025-10-07,2025-10-08,823,99.19,Prepaid
PO100748,SKU1025,SUP505,2024-01-18,2024-02-06,2024-02-06,552,51.32,Prepaid
PO100749,SKU1105,SUP509,2024-06-16,2024-07-09,2024-07-09,622,125.97,Net45
PO100750,SKU1059,SUP507,2024-02-06,2024-02-16,2024-02-18,318,79.04,Net30
PO100751,SKU1081,SUP515,2025-07-20,2025-08-05,2025-08-06,344,197.89,Net30
PO100752,SKU1022,SUP515,2024-12-23,2024-12-28,2024-12-28,79,187.35,Prepaid
PO100753,SKU1097,SUP508,2024-08-01,2024-08-17,2024-08-17,663,52.88,Net45
PO100754,SKU1046,SUP515,2025-03-04,2025-03-08,2025-03-09,693,157.15,Net45
PO100755,SKU1060,SUP503,2025-09-13,2025-09-23,2025-09-23,67,23.15,Net30
PO100756,SKU1020,SUP501,2025-10-23,2025-10-30,2025-10-30,759,76.11,Prepaid
PO100757,SKU1045,SUP505,2024-10-30,2024-11-14,2024-11-14,701,18.38,Net30
PO100758,SKU1006,SUP509,2023-11-17,2023-11-25,2023-11-25,128,16.35,Net45
PO100759,SKU1024,SUP505,2024-05-12,2024-05-25,2024-05-26,221,143.75,Net45
PO100760,SKU1041,SUP510,2024-02-27,2024-03-19,2024-03-19,358,187.18,Net30
PO100761,SKU1087,SUP511,2025-05-07,2025-05-15,2025-05-16,893,105.9,Prepaid
PO100762,SKU1001,SUP504,2024-01-04,2024-01-12,2024-01-15,546,57.28,Net30
PO100763,SKU1043,SUP505,2024-05-31,2024-06-15,2024-06-15,276,93.45,Prepaid
PO100764,SKU1101,SUP517,2024-08-22,2024-08-29,2024-08-31,588,29.45,Net45
PO100765,SKU1091,SUP517,2025-04-03,2025-04-08,2025-04-08,477,140.6,Net30
PO100766,SKU1117,SUP502,2024-11-27,2024-12-10,2024-12-12,67,52.01,Net30
PO100767,SKU1044,SUP509,2024-02-21,2024-03-16,2024-03-17,502,12.7,Net45
PO100768,SKU1066,SUP510,2023-11-28,2023-12-14,2023-12-16,812,87.25,Prepaid
PO100769,SKU1028,SUP504,2025-08-13,2025-08-24,2025-08-25,282,52.69,Net30
PO100770,SKU1016,SUP506,2024-02-05,2024-02-26,2024-02-28,757,81.34,Prepaid
PO100771,SKU1009,SUP500,2024-02-23,2024-03-18,2024-03-18,93,55.96,Prepaid
PO100772,SKU1013,SUP501,2024-09-09,2024-09-25,2024-09-28,110,103.14,Net30
PO100773,SKU1015,SUP508,2024-07-22,2024-08-03,2024-08-05,60,49.02,Prepaid
PO100774,SKU1100,SUP503,2025-05-08,2025-05-19,2025-05-20,972,181.65,Prepaid
PO100775,SKU1023,SUP511,2024-10-10,2024-10-24,2024-10-27,814,41.38,Net30
PO100776,SKU1074,SUP511,2025-05-01,2025-05-11,2025-05-12,849,99.47,Net45
PO100777,SKU1078,SUP507,2025-08-08,2025-08-24,2025-08-26,889,162.56,Net45
PO100778,SKU1097,SUP500,2024-10-14,2024-11-02,2024-11-03,338,83.24,Prepaid
PO100779,SKU1115,SUP517,2025-02-07,2025-03-01,2025-03-08,996,183.55,Prepaid
PO100780,SKU1117,SUP516,2025-02-22,2025-03-07,2025-03-07,764,187.91,Net45
PO100781,SKU1023,SUP514,2025-03-31,2025-04-16,2025-04-20,904,136.91,Net30
PO100782,SKU1048,SUP513,2024-06-30,2024-07-05,2024-07-05,165,81.51,Net30
PO100783,SKU1015,SUP514,2025-02-13,2025-03-09,2025-03-10,830,197.56,Net30
PO100784,SKU1090,SUP509,2024-12-10,2025-01-03,2025-01-05,385,191.34,Net30
PO100785,SKU1014,SUP512,2024-11-21,2024-12-10,2024-12-10,369,108.7,Net45
PO100786,SKU1107,SUP514,2023-12-28,2024-01-15,2024-01-16,925,131.92,Net30
PO100787,SKU1024,SUP502,2025-11-04,2025-11-09,2025-11-09,745,86.07,Net30
PO100788,SKU1022,SUP500,2024-09-08,2024-09-15,2024-09-15,157,17.46,Net30
PO100789,SKU1056,SUP516,2024-03-23,2024-04-12,2024-04-14,196,51.67,Net30
PO100790,SKU1051,SUP503,2025-04-28,2025-05-20,2025-05-21,222,83.71,Prepaid
PO100791,SKU1046,SUP506,2025-10-20,2025-11-13,2025-11-14,463,107.52,Prepaid
PO100792,SKU1029,SUP513,2025-07-02,2025-07-12,2025-07-13,780,147.11,Net45
PO100793,SKU1075,SUP508,2024-09-25,2024-10-02,2024-10-02,459,165.77,Net30
PO100794,SKU1060,SUP512,2025-06-06,2025-06-22,2025-06-24,200,58.72,Net30
PO100795,SKU1013,SUP503,2024-04-15,2024-04-19,2024-04-21,693,84.74,Prepaid
PO100796,SKU1003,SUP503,2025-04-23,2025-05-14,2025-05-15,560,181.04,Net45
PO100797,SKU1003,SUP505,2024-06-25,2024-07-02,2024-07-04,206,158.34,Net30
PO100798,SKU1079,SUP503,2024-08-10,2024-09-03,2024-09-04,582,183.21,Net30
PO100799,SKU1101,SUP514,2025-02-14,2025-03-03,2025-03-03,552,10.5,Net45
PO100800,SKU1033,SUP517,2024-05-11,2024-05-31,2024-06-02,609,51.4,Prepaid
PO100801,SKU1097,SUP501,2024-03-18,2024-04-07,2024-04-07,171,53.02,Net30
PO100802,SKU1057,SUP510,2024-09-18,2024-10-04,2024-10-05,86,149.44,Prepaid
PO100803,SKU1022,SUP517,2025-04-27,2025-05-07,2025-05-07,955,146.51,Net45
PO100804,SKU1021,SUP515,2024-04-22,2024-05-09,2024-05-09,448,108.54,Net30
PO100805,SKU1097,SUP503,2024-10-22,2024-11-10,2024-11-11,617,193.57,Net45
PO100806,SKU1069,SUP515,2025-10-22,2025-11-02,2025-11-02,568,45.37,Prepaid
PO100807,SKU1050,SUP508,2024-06-21,2024-06-28,2024-06-28,681,152.15,Net45
PO100808,SKU1045,SUP509,2024-02-18,2024-03-04,2024-03-05,96,169.35,Prepaid
PO100809,SKU1107,SUP511,2024-11-29,2024-12-21,2024-12-23,77,69.24,Net45
PO100810,SKU1043,SUP512,2024-04-18,2024-04-29,2024-04-30,415,108.36,Net30
PO100811,SKU1044,SUP501,2024-01-04,2024-01-28,2024-01-28,713,140.71,Net30
PO100812,SKU1075,SUP502,2025-03-13,2025-03-30,2025-03-31,362,16.85,Prepaid
PO100813,SKU1043,SUP505,2023-12-15,2023-12-25,2023-12-27,521,158.12,Net45
PO100814,SKU1110,SUP513,2025-09-21,2025-09-27,2025-09-27,323,61.2,Prepaid
PO100815,SKU1089,SUP515,2024-02-11,2024-02-24,2024-02-24,436,23.28,Net45
PO100816,SKU1049,SUP510,2025-06-23,2025-07-05,2025-07-07,152,194.46,Net45
PO100817,SKU1086,SUP506,2024-02-24,2024-03-07,2024-03-08,833,165.89,Net45
PO100818,SKU1043,SUP505,2024-09-12,2024-09-21,2024-09-22,496,100.6,Prepaid
PO100819,SKU1063,SUP502,2025-01-22,2025-02-11,2025-02-11,344,43.37,Net30
PO100820,SKU1006,SUP509,2024-07-17,2024-08-08,2024-08-09,281,58.79,Net45
PO100821,SKU1095,SUP502,2024-01-21,2024-02-14,2024-02-15,656,182.14,Net30
PO100822,SKU1034,SUP502,2024-12-31,2025-01-12,2025-01-14,487,156.0,Prepaid
PO100823,SKU1044,SUP502,2025-04-24,2025-05-01,2025-05-02,873,10.21,Net30
PO100824,SKU1055,SUP517,2024-02-27,2024-03-10,2024-03-12,307,102.74,Net45
PO100825,SKU1065,SUP514,2025-05-17,2025-06-09,2025-06-11,952,88.8,Prepaid
PO100826,SKU1080,SUP516,2025-03-28,2025-04-04,2025-04-04,268,157.47,Net45
PO100827,SKU1105,SUP514,2025-06-25,2025-07-02,2025-07-03,878,91.55,Net45
PO100828,SKU1109,SUP513,2025-05-15,2025-05-21,2025-05-24,111,31.49,Net45
PO100829,SKU1025,SUP511,2025-04-15,2025-05-02,2025-05-02,814,25.81,Net45
PO100830,SKU1097,SUP509,2024-01-19,2024-02-01,2024-02-03,930,105.33,Prepaid
PO100831,SKU1081,SUP506,2025-01-31,2025-02-13,2025-02-13,343,130.91,Net45
PO100832,SKU1020,SUP508,2024-10-31,2024-11-13,2024-11-17,294,119.23,Prepaid
PO100833,SKU1019,SUP506,2024-09-27,2024-10-16,2024-10-16,367,12.3,Net30
PO100834,SKU1062,SUP517,2024-11-05,2024-11-23,2024-11-24,977,199.15,Prepaid
PO100835,SKU1025,SUP505,2025-10-30,2025-11-23,2025-11-24,858,39.5,Net30
PO100836,SKU1084,SUP517,2024-02-19,2024-03-09,2024-03-09,789,148.64,Net30
PO100837,SKU1100,SUP500,2025-05-17,2025-06-05,2025-06-07,371,144.95,Net45
PO100838,SKU1038,SUP502,2024-05-06,2024-05-21,2024-05-23,422,128.36,Net45
PO100839,SKU1084,SUP502,2025-02-22,2025-03-15,2025-03-15,912,181.76,Prepaid
PO100840,SKU1030,SUP503,2024-04-04,2024-04-28,2024-05-02,173,73.83,Net45
PO100841,SKU1085,SUP516,2023-12-01,2023-12-10,2023-12-11,293,116.32,Net45
PO100842,SKU1015,SUP510,2024-06-12,2024-06-21,2024-06-23,449,91.29,Net45
PO100843,SKU1095,SUP507,2024-12-29,2025-01-09,2025-01-09,159,64.74,Prepaid
PO100844,SKU1027,SUP508,2025-01-17,2025-01-31,2025-01-31,653,108.2,Prepaid
PO100845,SKU1062,SUP517,2025-07-27,2025-08-18,2025-08-19,374,59.71,Net45
PO100846,SKU1054,SUP515,2025-07-08,2025-07-22,2025-07-24,950,117.49,Prepaid
PO100847,SKU1046,SUP515,2024-05-25,2024-06-02,2024-06-02,71,145.69,Net45
PO100848,SKU1115,SUP501,2024-08-19,2024-09-04,2024-09-06,105,66.23,Net45
PO100849,SKU1117,SUP507,2025-02-10,2025-02-25,2025-02-25,704,164.25,Net45
PO100850,SKU1046,SUP503,2025-10-08,2025-10-29,2025-10-30,503,146.37,Net30
PO100851,SKU1001,SUP512,2025-06-30,2025-07-12,2025-07-12,358,173.82,Prepaid
PO100852,SKU1119,SUP507,2025-11-08,2025-11-15,2025-11-16,214,88.14,Net30
PO100853,SKU1080,SUP510,2024-07-08,2024-07-17,2024-07-20,466,80.32,Prepaid
PO100854,SKU1035,SUP502,2025-03-25,2025-04-14,2025-04-14,532,153.3,Net45
PO100855,SKU1052,SUP510,2024-07-28,2024-08-02,2024-08-02,889,190.09,Prepaid
PO100856,SKU1105,SUP505,2025-11-08,2025-11-26,2025-11-27,410,175.28,Net30
PO100857,SKU1077,SUP517,2024-02-24,2024-03-06,2024-03-07,78,54.52,Prepaid
PO100858,SKU1082,SUP505,2025-01-10,2025-01-29,2025-02-01,189,166.41,Prepaid
PO100859,SKU1051,SUP506,2024-10-01,2024-10-05,2024-10-08,134,159.52,Prepaid
PO100860,SKU1020,SUP507,2025-02-26,2025-03-14,2025-03-14,900,166.56,Net45
PO100861,SKU1097,SUP504,2023-12-29,2024-01-15,2024-01-16,861,12.31,Net30
PO100862,SKU1057,SUP515,2024-05-19,2024-06-11,2024-06-11,227,27.36,Net45
PO100863,SKU1075,SUP510,2025-03-01,2025-03-25,2025-03-25,474,183.6,Net30
PO100864,SKU1023,SUP512,2024-04-25,2024-05-16,2024-05-17,955,137.82,Net45
PO100865,SKU1028,SUP500,2025-05-09,2025-05-27,2025-05-27,712,161.46,Net45
PO100866,SKU1080,SUP507,2024-03-17,2024-04-09,2024-04-09,253,147.41,Net30
PO100867,SKU1089,SUP505,2025-03-23,2025-03-31,2025-04-05,664,78.86,Net30
PO100868,SKU1019,SUP502,2024-03-08,2024-04-01,2024-04-02,630,152.43,Prepaid
PO100869,SKU1001,SUP516,2025-01-03,2025-01-11,2025-01-11,514,117.89,Net45
PO100870,SKU1063,SUP503,2024-04-30,2024-05-05,2024-05-08,932,84.06,Net30
PO100871,SKU1036,SUP515,2024-07-24,2024-08-15,2024-08-15,261,124.63,Net45
PO100872,SKU1027,SUP509,2023-12-20,2023-12-30,2024-01-01,234,101.05,Net30
PO100873,SKU1101,SUP504,2025-08-12,2025-08-30,2025-08-30,291,165.01,Net45
